StateYear,State,Year,Total energy consumption ranking,Renewable energy consumption ranking,Petroleum product consumption ranking,"Residential co2 emissions, metric tons/person","Total domestic water use per capita, gallons/person/day",Outcome,Average ranking
Virginia2005,Virginia,2005,43.0,40.0,33.0,19.0,12.0,D,29.4
Virginia2006,Virginia,2006,42.0,40.0,32.0,17.0,12.0,D,28.6
Virginia2007,Virginia,2007,43.0,40.0,30.0,18.0,12.0,D,28.6
Virginia2008,Virginia,2008,43.0,37.0,28.0,18.0,12.0,R,27.6
Virginia2009,Virginia,2009,44.0,37.0,26.0,18.0,12.0,R,27.4
Virginia2010,Virginia,2010,44.0,34.0,29.0,17.0,16.5,R,28.1
Virginia2011,Virginia,2011,45.0,34.0,30.0,14.0,16.5,R,27.9
Virginia2012,Virginia,2012,44.0,33.0,26.0,14.0,16.5,D,26.7
Virginia2013,Virginia,2013,45.0,33.0,26.0,17.0,16.5,D,27.5
Virginia2014,Virginia,2014,37.0,30.0,27.0,17.0,16.5,D,25.5
Vermont1980,Vermont,1980,2.0,7.0,49.0,42.0,48.0,R,29.6
Vermont1981,Vermont,1981,2.0,8.0,49.0,42.0,48.0,R,29.8
Vermont1982,Vermont,1982,2.0,7.0,47.0,23.0,48.0,R,25.4
Vermont1983,Vermont,1983,2.0,8.0,50.0,44.0,48.0,R,30.4
Vermont1984,Vermont,1984,2.0,7.0,50.0,49.0,48.0,R,31.2
Vermont1985,Vermont,1985,2.0,5.0,50.0,50.0,21.5,R,25.7
Vermont1986,Vermont,1986,2.0,5.0,49.0,44.0,21.5,R,24.3
Vermont1987,Vermont,1987,2.0,6.0,48.0,44.0,21.5,R,24.3
Vermont1988,Vermont,1988,2.0,6.0,49.0,45.0,21.5,R,24.7
Vermont1989,Vermont,1989,2.0,5.0,50.0,48.0,21.5,R,25.3
Vermont1990,Vermont,1990,2.0,6.0,50.0,48.0,21.5,R,25.5
Vermont1991,Vermont,1991,2.0,5.0,50.0,49.0,21.5,R,25.5
Vermont1992,Vermont,1992,2.0,5.0,50.0,48.0,21.5,D,25.3
Vermont1993,Vermont,1993,2.0,5.0,50.0,47.0,21.5,D,25.1
Vermont1994,Vermont,1994,2.0,5.0,50.0,46.0,21.5,D,24.9
Vermont1995,Vermont,1995,2.0,4.0,49.0,45.0,16.5,D,23.3
Vermont1996,Vermont,1996,2.0,4.0,49.0,45.0,16.5,D,23.3
Vermont1997,Vermont,1997,2.0,4.0,49.0,46.0,16.5,D,23.5
Vermont1998,Vermont,1998,2.0,5.0,49.0,48.0,16.5,D,24.1
Vermont1999,Vermont,1999,2.0,6.0,49.0,46.0,16.5,D,23.9
Vermont2000,Vermont,2000,2.0,4.0,49.0,48.0,32.5,D,27.1
Vermont2001,Vermont,2001,2.0,4.0,49.0,48.0,32.5,D,27.1
Vermont2002,Vermont,2002,2.0,6.0,49.0,46.0,32.5,D,27.1
Vermont2003,Vermont,2003,2.0,4.0,49.0,46.0,32.5,D,26.7
Vermont2004,Vermont,2004,2.0,4.0,49.0,49.0,32.5,R,27.3
Vermont2005,Vermont,2005,2.0,4.0,49.0,47.0,6.0,R,21.6
Vermont2006,Vermont,2006,2.0,3.0,49.0,48.0,6.0,R,21.6
Vermont2007,Vermont,2007,2.0,3.0,49.0,48.0,6.0,R,21.6
Vermont2008,Vermont,2008,1.0,2.0,49.0,43.0,6.0,R,20.2
Vermont2009,Vermont,2009,1.0,2.0,50.0,49.0,6.0,R,21.6
Vermont2010,Vermont,2010,1.0,2.0,50.0,47.0,8.0,R,21.6
Vermont2011,Vermont,2011,1.0,2.0,49.0,49.0,8.0,R,21.8
Vermont2012,Vermont,2012,1.0,2.0,50.0,46.0,8.0,D,21.4
Vermont2013,Vermont,2013,1.0,1.0,50.0,47.0,8.0,D,21.4
Vermont2014,Vermont,2014,1.0,1.0,50.0,50.0,8.0,D,22.0
Washington1980,Washington,1980,50.0,50.0,19.0,7.0,16.5,R,28.5
Washington1981,Washington,1981,50.0,50.0,24.0,7.0,16.5,R,29.5
Washington1982,Washington,1982,50.0,50.0,24.0,7.0,16.5,R,29.5
Washington1983,Washington,1983,50.0,50.0,16.0,6.0,16.5,R,27.7
Washington1984,Washington,1984,50.0,50.0,25.0,6.0,16.5,R,29.5
Washington1985,Washington,1985,50.0,50.0,17.0,8.0,43.0,R,33.6
Washington1986,Washington,1986,50.0,50.0,19.0,6.0,43.0,R,33.6
Washington1987,Washington,1987,50.0,50.0,19.0,6.0,43.0,R,33.6
Washington1988,Washington,1988,50.0,50.0,17.0,5.0,43.0,D,33.0
Washington1989,Washington,1989,50.0,50.0,15.0,4.0,43.0,D,32.4
Washington1990,Washington,1990,50.0,50.0,16.0,8.0,45.0,D,33.8
Washington1991,Washington,1991,50.0,50.0,19.0,11.0,45.0,D,35.0
Washington1992,Washington,1992,50.0,50.0,15.0,6.0,45.0,D,33.2
Washington1993,Washington,1993,50.0,50.0,17.0,10.0,45.0,D,34.4
Washington1994,Washington,1994,50.0,50.0,18.0,11.0,45.0,D,34.8
Washington1995,Washington,1995,50.0,50.0,18.0,9.0,45.0,D,34.4
Washington1996,Washington,1996,50.0,50.0,17.0,11.0,45.0,D,34.6
Washington1997,Washington,1997,50.0,50.0,22.0,12.0,45.0,D,35.8
Washington1998,Washington,1998,50.0,50.0,21.0,11.0,45.0,D,35.4
Washington1999,Washington,1999,50.0,50.0,16.0,13.0,45.0,D,34.8
Washington2000,Washington,2000,50.0,50.0,12.0,13.0,45.0,D,34.0
Washington2001,Washington,2001,50.0,50.0,17.0,16.0,45.0,D,35.6
Washington2002,Washington,2002,50.0,50.0,21.0,14.0,45.0,D,36.0
Washington2003,Washington,2003,50.0,50.0,14.0,11.0,45.0,D,34.0
Washington2004,Washington,2004,50.0,50.0,12.0,11.0,45.0,R,33.6
Washington2005,Washington,2005,50.0,50.0,14.0,14.0,34.0,R,32.4
Washington2006,Washington,2006,50.0,50.0,15.0,16.0,34.0,R,33.0
Washington2007,Washington,2007,50.0,50.0,14.0,15.0,34.0,R,32.6
Washington2008,Washington,2008,50.0,50.0,14.0,15.0,34.0,R,32.6
Washington2009,Washington,2009,50.0,50.0,15.0,16.0,34.0,R,33.0
Washington2010,Washington,2010,50.0,50.0,14.0,12.0,42.5,R,33.7
Washington2011,Washington,2011,50.0,50.0,16.0,17.0,42.5,R,35.1
Washington2012,Washington,2012,50.0,50.0,15.0,17.0,42.5,D,34.9
Washington2013,Washington,2013,50.0,50.0,14.0,15.0,42.5,D,34.3
Washington2014,Washington,2014,50.0,50.0,14.0,12.0,42.5,D,33.7
Wisconsin1980,Wisconsin,1980,30.0,38.0,37.0,40.0,23.0,R,33.6
Wisconsin1981,Wisconsin,1981,31.0,39.0,37.0,39.0,23.0,R,33.8
Wisconsin1982,Wisconsin,1982,30.0,38.0,39.0,42.0,23.0,R,34.4
Wisconsin1983,Wisconsin,1983,30.0,38.0,35.0,38.0,23.0,R,32.8
Wisconsin1984,Wisconsin,1984,30.0,39.0,37.0,38.0,23.0,R,33.4
Wisconsin1985,Wisconsin,1985,29.0,39.0,38.0,37.0,3.0,R,29.2
Wisconsin1986,Wisconsin,1986,29.0,36.0,37.0,37.0,3.0,R,28.4
Wisconsin1987,Wisconsin,1987,28.0,35.0,36.0,36.0,3.0,R,27.6
Wisconsin1988,Wisconsin,1988,27.0,36.0,37.0,37.0,3.0,D,28.0
Wisconsin1989,Wisconsin,1989,26.0,28.0,37.0,38.0,3.0,D,26.4
Wisconsin1990,Wisconsin,1990,23.0,26.0,39.0,38.0,2.0,D,25.6
Wisconsin1991,Wisconsin,1991,24.0,26.0,40.0,41.0,2.0,D,26.6
Wisconsin1992,Wisconsin,1992,21.0,26.0,38.0,37.0,2.0,D,24.8
Wisconsin1993,Wisconsin,1993,22.0,24.0,39.0,40.0,2.0,D,25.4
Wisconsin1994,Wisconsin,1994,21.0,24.0,39.0,38.0,2.0,D,24.8
Wisconsin1995,Wisconsin,1995,20.0,24.0,38.0,37.0,1.0,D,24.0
Wisconsin1996,Wisconsin,1996,20.0,27.0,40.0,40.0,1.0,D,25.6
Wisconsin1997,Wisconsin,1997,19.0,24.0,38.0,37.0,1.0,D,23.8
Wisconsin1998,Wisconsin,1998,19.0,22.0,37.0,36.0,1.0,D,23.0
Wisconsin1999,Wisconsin,1999,18.0,25.0,38.0,39.0,1.0,D,24.2
Wisconsin2000,Wisconsin,2000,18.0,25.0,37.0,37.0,3.0,D,24.0
Wisconsin2001,Wisconsin,2001,17.0,27.0,38.0,37.0,3.0,D,24.4
Wisconsin2002,Wisconsin,2002,16.0,25.0,38.0,41.0,3.0,D,24.6
Wisconsin2003,Wisconsin,2003,17.0,27.0,37.0,37.0,3.0,D,24.2
Wisconsin2004,Wisconsin,2004,16.0,24.0,37.0,37.0,3.0,R,23.4
Wisconsin2005,Wisconsin,2005,15.0,26.0,36.0,36.0,2.0,R,23.0
Wisconsin2006,Wisconsin,2006,14.0,26.0,36.0,37.0,2.0,R,23.0
Wisconsin2007,Wisconsin,2007,14.0,27.0,35.0,35.0,2.0,R,22.6
Wisconsin2008,Wisconsin,2008,13.0,28.0,36.0,34.0,2.0,R,22.6
Wisconsin2009,Wisconsin,2009,13.0,26.0,35.0,36.0,2.0,R,22.4
Wisconsin2010,Wisconsin,2010,12.0,24.0,35.0,33.0,2.0,R,21.2
Wisconsin2011,Wisconsin,2011,12.0,23.0,36.0,36.0,2.0,R,21.8
Wisconsin2012,Wisconsin,2012,12.0,22.0,35.0,34.0,2.0,D,21.0
Wisconsin2013,Wisconsin,2013,11.0,21.0,37.0,41.0,2.0,D,22.4
Wisconsin2014,Wisconsin,2014,11.0,20.0,35.0,38.0,2.0,D,21.2
West Virginia1980,West Virginia,1980,15.0,10.0,22.0,26.0,42.5,D,23.1
West Virginia1981,West Virginia,1981,16.0,10.0,20.0,29.0,42.5,D,23.5
West Virginia1982,West Virginia,1982,14.0,10.0,17.0,22.0,42.5,D,21.1
West Virginia1983,West Virginia,1983,14.0,9.0,9.0,21.0,42.5,D,19.1
West Virginia1984,West Virginia,1984,13.0,9.0,16.0,22.0,42.5,R,20.5
West Virginia1985,West Virginia,1985,12.0,8.0,12.0,21.0,2.0,R,11.0
West Virginia1986,West Virginia,1986,11.0,9.0,17.0,22.0,2.0,R,12.2
West Virginia1987,West Virginia,1987,11.0,9.0,20.0,24.0,2.0,R,13.2
West Virginia1988,West Virginia,1988,11.0,9.0,20.0,22.0,2.0,D,12.8
West Virginia1989,West Virginia,1989,12.0,8.0,17.0,22.0,2.0,D,12.2
West Virginia1990,West Virginia,1990,10.0,7.0,17.0,23.0,23.0,D,16.0
West Virginia1991,West Virginia,1991,9.0,7.0,18.0,22.0,23.0,D,15.8
West Virginia1992,West Virginia,1992,9.0,7.0,21.0,24.0,23.0,D,16.8
West Virginia1993,West Virginia,1993,9.0,7.0,22.0,21.0,23.0,D,16.4
West Virginia1994,West Virginia,1994,10.0,6.0,23.0,22.0,23.0,D,16.8
West Virginia1995,West Virginia,1995,9.0,6.0,21.0,22.0,16.5,D,14.9
West Virginia1996,West Virginia,1996,8.0,7.0,22.0,22.0,16.5,D,15.1
West Virginia1997,West Virginia,1997,7.0,6.0,24.0,23.0,16.5,D,15.3
West Virginia1998,West Virginia,1998,7.0,6.0,24.0,23.0,16.5,D,15.3
West Virginia1999,West Virginia,1999,7.0,4.0,22.0,23.0,16.5,D,14.5
West Virginia2000,West Virginia,2000,7.0,6.0,18.0,22.0,27.0,R,16.0
West Virginia2001,West Virginia,2001,6.0,5.0,22.0,22.0,27.0,R,16.4
West Virginia2002,West Virginia,2002,6.0,5.0,19.0,20.0,27.0,R,15.4
West Virginia2003,West Virginia,2003,6.0,8.0,21.0,22.0,27.0,R,16.8
West Virginia2004,West Virginia,2004,6.0,6.0,26.0,22.0,27.0,D,17.4
West Virginia2005,West Virginia,2005,5.0,6.0,21.0,21.0,30.0,D,16.6
West Virginia2006,West Virginia,2006,5.0,5.0,25.0,24.0,30.0,D,17.8
West Virginia2007,West Virginia,2007,5.0,4.0,20.0,19.0,30.0,D,15.6
West Virginia2008,West Virginia,2008,4.0,3.0,20.0,19.0,30.0,D,15.2
West Virginia2009,West Virginia,2009,4.0,6.0,17.0,19.0,30.0,D,15.2
West Virginia2010,West Virginia,2010,3.0,4.0,19.0,20.0,23.0,D,13.8
West Virginia2011,West Virginia,2011,3.0,4.0,18.0,19.0,23.0,D,13.4
West Virginia2012,West Virginia,2012,3.0,5.0,21.0,20.0,23.0,R,14.4
West Virginia2013,West Virginia,2013,2.0,4.0,27.0,20.0,23.0,R,15.2
West Virginia2014,West Virginia,2014,2.0,4.0,19.0,21.0,23.0,R,13.8
Wyoming1980,Wyoming,1980,19.0,16.0,24.0,21.0,2.0,R,16.4
Wyoming1981,Wyoming,1981,18.0,14.0,30.0,22.0,2.0,R,17.2
Wyoming1982,Wyoming,1982,18.0,13.0,32.0,34.0,2.0,R,19.8
Wyoming1983,Wyoming,1983,16.0,15.0,40.0,47.0,2.0,R,24.0
Wyoming1984,Wyoming,1984,17.0,13.0,31.0,34.0,2.0,R,19.4
Wyoming1985,Wyoming,1985,16.0,12.0,24.0,36.0,42.0,R,26.0
Wyoming1986,Wyoming,1986,15.0,13.0,31.0,34.0,42.0,R,27.0
Wyoming1987,Wyoming,1987,16.0,8.0,38.0,35.0,42.0,R,27.8
Wyoming1988,Wyoming,1988,16.0,8.0,31.0,33.0,42.0,R,26.0
Wyoming1989,Wyoming,1989,15.0,9.0,27.0,30.0,42.0,R,24.6
Wyoming1990,Wyoming,1990,15.0,10.0,27.0,34.0,41.0,R,25.4
Wyoming1991,Wyoming,1991,15.0,11.0,30.0,38.0,41.0,R,27.0
Wyoming1992,Wyoming,1992,14.0,10.0,29.0,34.0,41.0,R,25.6
Wyoming1993,Wyoming,1993,14.0,11.0,24.0,35.0,41.0,R,25.0
Wyoming1994,Wyoming,1994,12.0,11.0,26.0,33.0,41.0,R,24.6
Wyoming1995,Wyoming,1995,11.0,11.0,29.0,36.0,42.0,R,25.8
Wyoming1996,Wyoming,1996,11.0,13.0,24.0,29.0,42.0,R,23.8
Wyoming1997,Wyoming,1997,10.0,13.0,9.0,29.0,42.0,R,20.6
Wyoming1998,Wyoming,1998,10.0,13.0,3.0,35.0,42.0,R,20.6
Wyoming1999,Wyoming,1999,9.0,11.0,8.0,31.0,42.0,R,20.2
Wyoming2000,Wyoming,2000,9.0,12.0,19.0,30.0,17.5,R,17.5
Wyoming2001,Wyoming,2001,9.0,14.0,28.0,32.0,17.5,R,20.1
Wyoming2002,Wyoming,2002,8.0,10.0,31.0,35.0,17.5,R,20.3
Wyoming2003,Wyoming,2003,11.0,9.0,26.0,27.0,17.5,R,18.1
Wyoming2004,Wyoming,2004,9.0,10.0,30.0,32.0,17.5,D,19.7
Wyoming2005,Wyoming,2005,9.0,13.0,32.0,32.0,42.0,D,25.6
Wyoming2006,Wyoming,2006,10.0,14.0,34.0,34.0,42.0,D,26.8
Wyoming2007,Wyoming,2007,13.0,11.0,39.0,36.0,42.0,D,28.2
Wyoming2008,Wyoming,2008,14.0,11.0,37.0,39.0,42.0,D,28.6
Wyoming2009,Wyoming,2009,14.0,19.0,39.0,35.0,42.0,D,29.8
Wyoming2010,Wyoming,2010,13.0,23.0,38.0,38.0,45.0,D,31.4
Wyoming2011,Wyoming,2011,15.0,31.0,41.0,42.0,45.0,D,34.8
Wyoming2012,Wyoming,2012,16.0,28.0,37.0,38.0,45.0,R,32.8
Wyoming2013,Wyoming,2013,13.0,26.0,38.0,33.0,45.0,R,31.0
Wyoming2014,Wyoming,2014,13.0,26.0,36.0,33.0,45.0,R,30.6
