StateYear,State,Year,Total energy consumption ranking,Renewable energy consumption ranking,Petroleum product consumption ranking,"Residential co2 emissions, metric tons/person","Total domestic water use per capita, gallons/person/day",Outcome,Average ranking
Alaska1980,Alaska,1980,37.0,28.0,42.0,38.0,15.0,R,32.0
Alaska1981,Alaska,1981,37.0,28.0,39.0,43.0,15.0,R,32.4
Alaska1982,Alaska,1982,39.0,26.0,42.0,50.0,15.0,R,34.4
Alaska1983,Alaska,1983,40.0,26.0,43.0,50.0,15.0,R,34.8
Alaska1984,Alaska,1984,40.0,27.0,43.0,50.0,15.0,R,35.0
Alaska1985,Alaska,1985,40.0,27.0,42.0,48.0,12.5,R,33.9
Alaska1986,Alaska,1986,40.0,24.0,38.0,45.0,12.5,R,31.9
Alaska1987,Alaska,1987,39.0,29.0,41.0,45.0,12.5,R,33.3
Alaska1988,Alaska,1988,39.0,30.0,39.0,39.0,12.5,R,31.9
Alaska1989,Alaska,1989,40.0,35.0,42.0,43.0,12.5,R,34.5
Alaska1990,Alaska,1990,41.0,36.0,43.0,50.0,4.0,R,34.8
Alaska1991,Alaska,1991,43.0,36.0,44.0,50.0,4.0,R,35.4
Alaska1992,Alaska,1992,43.0,36.0,44.0,50.0,4.0,R,35.4
Alaska1993,Alaska,1993,42.0,36.0,44.0,50.0,4.0,R,35.2
Alaska1994,Alaska,1994,41.0,37.0,44.0,50.0,4.0,R,35.2
Alaska1995,Alaska,1995,43.0,35.0,45.0,49.0,9.0,R,36.2
Alaska1996,Alaska,1996,44.0,34.0,45.0,49.0,9.0,R,36.2
Alaska1997,Alaska,1997,44.0,29.0,43.0,49.0,9.0,R,34.8
Alaska1998,Alaska,1998,44.0,26.0,44.0,49.0,9.0,R,34.4
Alaska1999,Alaska,1999,44.0,23.0,46.0,49.0,9.0,R,34.2
Alaska2000,Alaska,2000,45.0,26.0,43.0,49.0,2.0,R,33.0
Alaska2001,Alaska,2001,45.0,33.0,43.0,49.0,2.0,R,34.4
Alaska2002,Alaska,2002,44.0,32.0,43.0,49.0,2.0,R,34.0
Alaska2003,Alaska,2003,45.0,33.0,43.0,48.0,2.0,R,34.2
Alaska2004,Alaska,2004,45.0,32.0,43.0,47.0,2.0,D,33.8
Alaska2005,Alaska,2005,45.0,29.0,43.0,49.0,22.5,D,37.7
Alaska2006,Alaska,2006,45.0,24.0,46.0,50.0,22.5,D,37.5
Alaska2007,Alaska,2007,45.0,28.0,43.0,49.0,22.5,D,37.5
Alaska2008,Alaska,2008,44.0,25.0,40.0,50.0,22.5,D,36.3
Alaska2009,Alaska,2009,45.0,27.0,42.0,50.0,22.5,D,37.3
Alaska2010,Alaska,2010,46.0,25.0,43.0,50.0,27.0,D,38.2
Alaska2011,Alaska,2011,47.0,21.0,42.0,50.0,27.0,D,37.4
Alaska2012,Alaska,2012,47.0,25.0,44.0,50.0,27.0,R,38.6
Alaska2013,Alaska,2013,46.0,25.0,43.0,50.0,27.0,R,38.2
Alaska2014,Alaska,2014,46.0,25.0,42.0,45.0,27.0,R,37.0
Alabama1980,Alabama,1980,34.0,43.0,11.0,10.0,,R,
Alabama1981,Alabama,1981,35.0,43.0,12.0,10.0,,R,
Alabama1982,Alabama,1982,34.0,42.0,13.0,11.0,,R,
Alabama1983,Alabama,1983,35.0,42.0,13.0,12.0,,R,
Alabama1984,Alabama,1984,34.0,42.0,10.0,10.0,,R,
Alabama1985,Alabama,1985,33.0,42.0,9.0,7.0,,R,
Alabama1986,Alabama,1986,33.0,41.0,12.0,11.0,,R,
Alabama1987,Alabama,1987,33.0,42.0,14.0,12.0,,R,
Alabama1988,Alabama,1988,33.0,42.0,14.0,12.0,,R,
Alabama1989,Alabama,1989,33.0,42.0,14.0,11.0,,R,
Alabama1990,Alabama,1990,31.0,41.0,14.0,11.0,29.0,R,25.2
Alabama1991,Alabama,1991,33.0,42.0,11.0,7.0,29.0,R,24.4
Alabama1992,Alabama,1992,33.0,42.0,11.0,12.0,29.0,R,25.4
Alabama1993,Alabama,1993,33.0,42.0,15.0,11.0,29.0,R,26.0
Alabama1994,Alabama,1994,32.0,42.0,16.0,10.0,29.0,R,25.8
Alabama1995,Alabama,1995,33.0,41.0,16.0,10.0,33.0,R,26.6
Alabama1996,Alabama,1996,33.0,42.0,16.0,12.0,33.0,R,27.2
Alabama1997,Alabama,1997,32.0,42.0,18.0,9.0,33.0,R,26.8
Alabama1998,Alabama,1998,34.0,42.0,17.0,8.0,33.0,R,26.8
Alabama1999,Alabama,1999,34.0,42.0,21.0,8.0,33.0,R,27.6
Alabama2000,Alabama,2000,35.0,42.0,21.0,9.0,17.5,R,24.9
Alabama2001,Alabama,2001,32.0,42.0,20.0,8.0,17.5,R,23.9
Alabama2002,Alabama,2002,31.0,41.0,16.0,7.0,17.5,R,22.5
Alabama2003,Alabama,2003,31.0,42.0,12.0,7.0,17.5,R,21.9
Alabama2004,Alabama,2004,34.0,42.0,14.0,8.0,17.5,D,23.1
Alabama2005,Alabama,2005,32.0,42.0,11.0,7.0,19.0,D,22.2
Alabama2006,Alabama,2006,33.0,42.0,11.0,7.0,19.0,D,22.4
Alabama2007,Alabama,2007,28.0,41.0,12.0,6.0,19.0,D,21.2
Alabama2008,Alabama,2008,28.0,38.0,13.0,7.0,19.0,D,21.0
Alabama2009,Alabama,2009,28.0,41.0,13.0,7.0,19.0,D,21.6
Alabama2010,Alabama,2010,27.0,38.0,13.0,7.0,15.0,D,20.0
Alabama2011,Alabama,2011,27.0,39.0,12.0,6.0,15.0,D,19.8
Alabama2012,Alabama,2012,27.0,39.0,11.0,5.0,15.0,R,19.4
Alabama2013,Alabama,2013,27.0,40.0,13.0,5.0,15.0,R,20.0
Alabama2014,Alabama,2014,29.0,38.0,11.0,5.0,15.0,R,19.6
Arkansas1980,Arkansas,1980,32.0,33.0,18.0,17.0,45.0,R,29.0
Arkansas1981,Arkansas,1981,34.0,34.0,19.0,18.0,45.0,R,30.0
Arkansas1982,Arkansas,1982,33.0,34.0,16.0,16.0,45.0,R,28.8
Arkansas1983,Arkansas,1983,33.0,35.0,27.0,19.0,45.0,R,31.8
Arkansas1984,Arkansas,1984,31.0,36.0,23.0,18.0,45.0,R,30.6
Arkansas1985,Arkansas,1985,30.0,38.0,21.0,17.0,28.0,R,26.8
Arkansas1986,Arkansas,1986,30.0,37.0,26.0,18.0,28.0,R,27.8
Arkansas1987,Arkansas,1987,30.0,37.0,22.0,17.0,28.0,R,26.8
Arkansas1988,Arkansas,1988,30.0,40.0,21.0,17.0,28.0,R,27.2
Arkansas1989,Arkansas,1989,30.0,40.0,20.0,17.0,28.0,R,27.0
Arkansas1990,Arkansas,1990,29.0,39.0,20.0,18.0,34.0,R,28.0
Arkansas1991,Arkansas,1991,30.0,39.0,20.0,18.0,34.0,R,28.2
Arkansas1992,Arkansas,1992,29.0,40.0,19.0,17.0,34.0,D,27.8
Arkansas1993,Arkansas,1993,30.0,40.0,19.0,18.0,34.0,D,28.2
Arkansas1994,Arkansas,1994,29.0,40.0,20.0,17.0,34.0,D,28.0
Arkansas1995,Arkansas,1995,29.0,39.0,15.0,19.0,20.0,D,24.4
Arkansas1996,Arkansas,1996,28.0,39.0,15.0,17.0,20.0,D,23.8
Arkansas1997,Arkansas,1997,28.0,38.0,17.0,17.0,20.0,D,24.0
Arkansas1998,Arkansas,1998,29.0,40.0,14.0,15.0,20.0,D,23.6
Arkansas1999,Arkansas,1999,27.0,38.0,26.0,16.0,20.0,D,25.4
Arkansas2000,Arkansas,2000,30.0,38.0,22.0,16.0,29.0,R,27.0
Arkansas2001,Arkansas,2001,28.0,39.0,23.0,17.0,29.0,R,27.2
Arkansas2002,Arkansas,2002,25.0,39.0,18.0,16.0,29.0,R,25.4
Arkansas2003,Arkansas,2003,27.0,40.0,16.0,16.0,29.0,R,25.6
Arkansas2004,Arkansas,2004,27.0,38.0,16.0,14.0,29.0,D,24.8
Arkansas2005,Arkansas,2005,26.0,38.0,16.0,13.0,31.0,D,24.8
Arkansas2006,Arkansas,2006,26.0,37.0,16.0,13.0,31.0,D,24.6
Arkansas2007,Arkansas,2007,27.0,38.0,16.0,13.0,31.0,D,25.0
Arkansas2008,Arkansas,2008,27.0,35.0,17.0,14.0,31.0,D,24.8
Arkansas2009,Arkansas,2009,26.0,34.0,18.0,12.0,31.0,D,24.2
Arkansas2010,Arkansas,2010,26.0,33.0,16.0,14.0,36.5,D,25.1
Arkansas2011,Arkansas,2011,26.0,33.0,14.0,12.0,36.5,D,24.3
Arkansas2012,Arkansas,2012,26.0,32.0,14.0,11.0,36.5,R,23.9
Arkansas2013,Arkansas,2013,25.0,31.0,16.0,14.0,36.5,R,24.5
Arkansas2014,Arkansas,2014,25.0,32.0,16.0,16.0,36.5,R,25.1
Arizona1980,Arizona,1980,26.0,40.0,3.0,3.0,27.0,R,19.8
Arizona1981,Arizona,1981,28.0,35.0,3.0,3.0,27.0,R,19.2
Arizona1982,Arizona,1982,26.0,35.0,4.0,5.0,27.0,R,19.4
Arizona1983,Arizona,1983,26.0,41.0,4.0,3.0,27.0,R,20.2
Arizona1984,Arizona,1984,25.0,41.0,4.0,3.0,27.0,R,20.0
Arizona1985,Arizona,1985,24.0,40.0,4.0,3.0,1.0,R,14.4
Arizona1986,Arizona,1986,23.0,42.0,4.0,3.0,1.0,R,14.6
Arizona1987,Arizona,1987,23.0,40.0,4.0,3.0,1.0,R,14.2
Arizona1988,Arizona,1988,22.0,33.0,4.0,3.0,1.0,R,12.6
Arizona1989,Arizona,1989,21.0,34.0,4.0,3.0,1.0,R,12.6
Arizona1990,Arizona,1990,19.0,32.0,4.0,3.0,1.0,R,11.8
Arizona1991,Arizona,1991,19.0,30.0,3.0,3.0,1.0,R,11.2
Arizona1992,Arizona,1992,18.0,29.0,6.0,3.0,1.0,R,11.4
Arizona1993,Arizona,1993,18.0,29.0,5.0,3.0,1.0,R,11.2
Arizona1994,Arizona,1994,17.0,30.0,6.0,3.0,1.0,R,11.4
Arizona1995,Arizona,1995,16.0,29.0,7.0,3.0,47.0,R,20.4
Arizona1996,Arizona,1996,17.0,30.0,5.0,3.0,47.0,R,20.4
Arizona1997,Arizona,1997,16.0,34.0,4.0,3.0,47.0,R,20.8
Arizona1998,Arizona,1998,16.0,33.0,6.0,3.0,47.0,R,21.0
Arizona1999,Arizona,1999,14.0,29.0,5.0,3.0,47.0,R,19.6
Arizona2000,Arizona,2000,14.0,27.0,4.0,3.0,40.0,R,17.6
Arizona2001,Arizona,2001,14.0,26.0,4.0,3.0,40.0,R,17.4
Arizona2002,Arizona,2002,12.0,23.0,4.0,3.0,40.0,R,16.4
Arizona2003,Arizona,2003,14.0,23.0,3.0,3.0,40.0,R,16.6
Arizona2004,Arizona,2004,12.0,23.0,2.0,3.0,40.0,D,16.0
Arizona2005,Arizona,2005,12.0,21.0,2.0,3.0,44.0,D,16.4
Arizona2006,Arizona,2006,11.0,21.0,3.0,3.0,44.0,D,16.4
Arizona2007,Arizona,2007,10.0,22.0,4.0,3.0,44.0,D,16.6
Arizona2008,Arizona,2008,11.0,22.0,4.0,3.0,44.0,D,16.8
Arizona2009,Arizona,2009,11.0,13.0,4.0,3.0,44.0,D,15.0
Arizona2010,Arizona,2010,8.0,14.0,5.0,3.0,46.0,D,15.2
Arizona2011,Arizona,2011,8.0,17.0,7.0,3.0,46.0,D,16.2
Arizona2012,Arizona,2012,8.0,17.0,3.0,4.0,46.0,R,15.6
Arizona2013,Arizona,2013,7.0,13.0,4.0,3.0,46.0,R,14.6
Arizona2014,Arizona,2014,8.0,14.0,5.0,3.0,46.0,R,15.2
California1980,California,1980,25.0,30.0,1.0,16.0,36.5,R,21.7
California1981,California,1981,24.0,29.0,1.0,17.0,36.5,R,21.5
California1982,California,1982,23.0,32.0,1.0,17.0,36.5,R,21.9
California1983,California,1983,22.0,34.0,1.0,17.0,36.5,R,22.1
California1984,California,1984,22.0,31.0,2.0,14.0,36.5,R,21.1
California1985,California,1985,20.0,29.0,2.0,16.0,33.0,R,20.0
California1986,California,1986,19.0,30.0,2.0,16.0,33.0,R,20.0
California1987,California,1987,21.0,28.0,2.0,14.0,33.0,R,19.6
California1988,California,1988,20.0,26.0,2.0,13.0,33.0,R,18.8
California1989,California,1989,20.0,31.0,3.0,14.0,33.0,R,20.2
California1990,California,1990,20.0,28.0,3.0,16.0,39.5,R,21.3
California1991,California,1991,18.0,29.0,4.0,15.0,39.5,R,21.1
California1992,California,1992,17.0,27.0,1.0,14.0,39.5,D,19.7
California1993,California,1993,16.0,32.0,4.0,14.0,39.5,D,21.1
California1994,California,1994,15.0,27.0,4.0,15.0,39.5,D,20.1
California1995,California,1995,13.0,30.0,4.0,13.0,35.5,D,19.1
California1996,California,1996,12.0,29.0,3.0,10.0,35.5,D,17.9
California1997,California,1997,11.0,28.0,3.0,11.0,35.5,D,17.7
California1998,California,1998,13.0,29.0,5.0,16.0,35.5,D,19.7
California1999,California,1999,11.0,26.0,4.0,15.0,35.5,D,18.3
California2000,California,2000,11.0,29.0,2.0,8.0,17.5,D,13.5
California2001,California,2001,10.0,25.0,1.0,11.0,17.5,D,12.9
California2002,California,2002,9.0,28.0,1.0,12.0,17.5,D,13.5
California2003,California,2003,9.0,29.0,4.0,12.0,17.5,D,14.3
California2004,California,2004,8.0,28.0,5.0,12.0,17.5,R,14.1
California2005,California,2005,7.0,27.0,5.0,12.0,46.0,R,19.4
California2006,California,2006,9.0,30.0,4.0,15.0,46.0,R,20.8
California2007,California,2007,7.0,25.0,5.0,14.0,46.0,R,19.4
California2008,California,2008,8.0,23.0,5.0,13.0,46.0,R,19.0
California2009,California,2009,7.0,21.0,6.0,14.0,46.0,R,18.8
California2010,California,2010,6.0,21.0,7.0,13.0,33.0,R,16.0
California2011,California,2011,7.0,24.0,6.0,15.0,33.0,R,17.0
California2012,California,2012,7.0,19.0,6.0,16.0,33.0,D,16.2
California2013,California,2013,4.0,18.0,5.0,13.0,33.0,D,14.6
California2014,California,2014,3.0,18.0,3.0,9.0,33.0,D,13.2
Colorado1980,Colorado,1980,27.0,17.0,10.0,23.0,33.0,R,22.0
Colorado1981,Colorado,1981,27.0,18.0,17.0,23.0,33.0,R,23.6
Colorado1982,Colorado,1982,28.0,18.0,21.0,26.0,33.0,R,25.2
Colorado1983,Colorado,1983,28.0,19.0,23.0,28.0,33.0,R,26.2
Colorado1984,Colorado,1984,27.0,20.0,11.0,26.0,33.0,R,23.4
Colorado1985,Colorado,1985,25.0,21.0,10.0,24.0,38.0,R,23.6
Colorado1986,Colorado,1986,24.0,20.0,9.0,23.0,38.0,R,22.8
Colorado1987,Colorado,1987,24.0,17.0,10.0,26.0,38.0,R,23.0
Colorado1988,Colorado,1988,23.0,16.0,9.0,24.0,38.0,R,22.0
Colorado1989,Colorado,1989,22.0,14.0,10.0,24.0,38.0,R,21.6
Colorado1990,Colorado,1990,22.0,14.0,12.0,27.0,39.5,R,22.9
Colorado1991,Colorado,1991,25.0,15.0,14.0,28.0,39.5,R,24.3
Colorado1992,Colorado,1992,23.0,13.0,12.0,29.0,39.5,D,23.3
Colorado1993,Colorado,1993,25.0,15.0,13.0,28.0,39.5,D,24.1
Colorado1994,Colorado,1994,24.0,14.0,12.0,27.0,39.5,D,23.3
Colorado1995,Colorado,1995,22.0,15.0,17.0,28.0,40.0,D,24.4
Colorado1996,Colorado,1996,22.0,15.0,14.0,25.0,40.0,R,23.2
Colorado1997,Colorado,1997,20.0,14.0,2.0,25.0,40.0,R,20.2
Colorado1998,Colorado,1998,21.0,14.0,1.0,26.0,40.0,R,20.4
Colorado1999,Colorado,1999,19.0,13.0,10.0,29.0,40.0,R,22.2
Colorado2000,Colorado,2000,19.0,13.0,14.0,28.0,44.0,R,23.6
Colorado2001,Colorado,2001,22.0,13.0,14.0,33.0,44.0,R,25.2
Colorado2002,Colorado,2002,17.0,9.0,14.0,32.0,44.0,R,23.2
Colorado2003,Colorado,2003,18.0,10.0,22.0,33.0,44.0,R,25.4
Colorado2004,Colorado,2004,17.0,9.0,20.0,33.0,44.0,D,24.6
Colorado2005,Colorado,2005,16.0,9.0,22.0,33.0,43.0,D,24.6
Colorado2006,Colorado,2006,16.0,10.0,20.0,33.0,43.0,D,24.4
Colorado2007,Colorado,2007,16.0,13.0,19.0,32.0,43.0,D,24.6
Colorado2008,Colorado,2008,17.0,19.0,22.0,31.0,43.0,R,26.4
Colorado2009,Colorado,2009,19.0,17.0,19.0,30.0,43.0,R,25.6
Colorado2010,Colorado,2010,21.0,17.0,20.0,35.0,44.0,R,27.4
Colorado2011,Colorado,2011,17.0,19.0,21.0,34.0,44.0,R,27.0
Colorado2012,Colorado,2012,17.0,21.0,25.0,36.0,44.0,D,28.6
Colorado2013,Colorado,2013,15.0,23.0,24.0,34.0,44.0,D,28.0
Colorado2014,Colorado,2014,14.0,22.0,22.0,30.0,44.0,D,26.4
Connecticut1980,Connecticut,1980,21.0,20.0,47.0,46.0,44.0,R,35.6
Connecticut1981,Connecticut,1981,21.0,20.0,47.0,48.0,44.0,R,36.0
Connecticut1982,Connecticut,1982,20.0,20.0,48.0,47.0,44.0,R,35.8
Connecticut1983,Connecticut,1983,20.0,20.0,44.0,36.0,44.0,R,32.8
Connecticut1984,Connecticut,1984,19.0,19.0,44.0,40.0,44.0,R,33.2
Connecticut1985,Connecticut,1985,18.0,18.0,45.0,38.0,10.0,R,25.8
Connecticut1986,Connecticut,1986,18.0,16.0,47.0,46.0,10.0,R,27.4
Connecticut1987,Connecticut,1987,18.0,16.0,47.0,46.0,10.0,R,27.4
Connecticut1988,Connecticut,1988,19.0,18.0,47.0,48.0,10.0,R,28.4
Connecticut1989,Connecticut,1989,18.0,15.0,47.0,50.0,10.0,R,28.0
Connecticut1990,Connecticut,1990,16.0,16.0,47.0,47.0,13.5,R,27.9
Connecticut1991,Connecticut,1991,17.0,17.0,47.0,46.0,13.5,R,28.1
Connecticut1992,Connecticut,1992,16.0,19.0,48.0,49.0,13.5,D,29.1
Connecticut1993,Connecticut,1993,15.0,20.0,47.0,48.0,13.5,D,28.7
Connecticut1994,Connecticut,1994,14.0,17.0,47.0,45.0,13.5,D,27.3
Connecticut1995,Connecticut,1995,12.0,19.0,47.0,43.0,14.0,D,27.0
Connecticut1996,Connecticut,1996,13.0,20.0,47.0,44.0,14.0,D,27.6
Connecticut1997,Connecticut,1997,12.0,19.0,47.0,44.0,14.0,D,27.2
Connecticut1998,Connecticut,1998,11.0,20.0,47.0,43.0,14.0,D,27.0
Connecticut1999,Connecticut,1999,12.0,19.0,47.0,47.0,14.0,D,27.8
Connecticut2000,Connecticut,2000,12.0,22.0,47.0,47.0,17.5,D,29.1
Connecticut2001,Connecticut,2001,11.0,17.0,47.0,45.0,17.5,D,27.5
Connecticut2002,Connecticut,2002,10.0,15.0,47.0,44.0,17.5,D,26.7
Connecticut2003,Connecticut,2003,15.0,15.0,47.0,49.0,17.5,D,28.7
Connecticut2004,Connecticut,2004,14.0,20.0,47.0,48.0,17.5,R,29.3
Connecticut2005,Connecticut,2005,10.0,10.0,47.0,48.0,12.0,R,25.4
Connecticut2006,Connecticut,2006,8.0,13.0,47.0,47.0,12.0,R,25.4
Connecticut2007,Connecticut,2007,9.0,12.0,47.0,47.0,12.0,R,25.4
Connecticut2008,Connecticut,2008,7.0,8.0,47.0,48.0,12.0,R,24.4
Connecticut2009,Connecticut,2009,8.0,9.0,47.0,48.0,12.0,R,24.8
Connecticut2010,Connecticut,2010,7.0,8.0,47.0,49.0,16.5,R,25.5
Connecticut2011,Connecticut,2011,6.0,7.0,47.0,46.0,16.5,R,24.5
Connecticut2012,Connecticut,2012,6.0,7.0,47.0,48.0,16.5,D,24.9
Connecticut2013,Connecticut,2013,6.0,6.0,47.0,45.0,16.5,D,24.1
Connecticut2014,Connecticut,2014,4.0,6.0,47.0,46.0,16.5,D,23.9
Delaware1980,Delaware,1980,33.0,8.0,43.0,28.0,16.5,R,25.7
Delaware1981,Delaware,1981,30.0,7.0,43.0,28.0,16.5,R,24.9
Delaware1982,Delaware,1982,29.0,9.0,41.0,28.0,16.5,R,24.7
Delaware1983,Delaware,1983,32.0,7.0,47.0,35.0,16.5,R,27.5
Delaware1984,Delaware,1984,32.0,8.0,48.0,43.0,16.5,R,29.5
Delaware1985,Delaware,1985,31.0,6.0,46.0,42.0,24.0,R,29.8
Delaware1986,Delaware,1986,31.0,7.0,44.0,32.0,24.0,R,27.6
Delaware1987,Delaware,1987,31.0,5.0,44.0,38.0,24.0,R,28.4
Delaware1988,Delaware,1988,31.0,7.0,44.0,35.0,24.0,R,28.2
Delaware1989,Delaware,1989,31.0,6.0,43.0,34.0,24.0,R,27.6
Delaware1990,Delaware,1990,32.0,5.0,42.0,25.0,24.0,R,25.6
Delaware1991,Delaware,1991,32.0,6.0,42.0,26.0,24.0,R,26.0
Delaware1992,Delaware,1992,32.0,6.0,43.0,33.0,24.0,D,27.6
Delaware1993,Delaware,1993,32.0,8.0,42.0,25.0,24.0,D,26.2
Delaware1994,Delaware,1994,31.0,7.0,43.0,34.0,24.0,D,27.8
Delaware1995,Delaware,1995,27.0,7.0,43.0,31.0,19.0,D,25.4
Delaware1996,Delaware,1996,27.0,6.0,42.0,28.0,19.0,D,24.4
Delaware1997,Delaware,1997,26.0,5.0,41.0,24.0,19.0,D,23.0
Delaware1998,Delaware,1998,25.0,4.0,41.0,27.0,19.0,D,23.2
Delaware1999,Delaware,1999,26.0,5.0,42.0,26.0,19.0,D,23.6
Delaware2000,Delaware,2000,27.0,5.0,41.0,26.0,27.0,D,25.2
Delaware2001,Delaware,2001,26.0,3.0,42.0,28.0,27.0,D,25.2
Delaware2002,Delaware,2002,27.0,3.0,41.0,25.0,27.0,D,24.6
Delaware2003,Delaware,2003,26.0,3.0,42.0,28.0,27.0,D,25.2
Delaware2004,Delaware,2004,24.0,3.0,41.0,27.0,27.0,R,24.4
Delaware2005,Delaware,2005,25.0,3.0,41.0,28.0,7.5,R,20.9
Delaware2006,Delaware,2006,22.0,4.0,38.0,25.0,7.5,R,19.3
Delaware2007,Delaware,2007,22.0,5.0,37.0,24.0,7.5,R,19.1
Delaware2008,Delaware,2008,23.0,6.0,35.0,22.0,7.5,R,18.7
Delaware2009,Delaware,2009,21.0,4.0,38.0,23.0,7.5,R,18.7
Delaware2010,Delaware,2010,16.0,5.0,41.0,22.0,23.0,R,21.4
Delaware2011,Delaware,2011,21.0,5.0,37.0,20.0,23.0,R,21.2
Delaware2012,Delaware,2012,23.0,4.0,36.0,21.0,23.0,D,21.4
Delaware2013,Delaware,2013,19.0,3.0,36.0,19.0,23.0,D,20.0
Delaware2014,Delaware,2014,18.0,3.0,39.0,22.0,23.0,D,21.0
Florida1980,Florida,1980,28.0,18.0,7.0,2.0,23.0,R,15.6
Florida1981,Florida,1981,29.0,17.0,6.0,2.0,23.0,R,15.4
Florida1982,Florida,1982,27.0,19.0,5.0,2.0,23.0,R,15.2
Florida1983,Florida,1983,27.0,17.0,5.0,2.0,23.0,R,14.8
Florida1984,Florida,1984,26.0,18.0,6.0,2.0,23.0,R,15.0
Florida1985,Florida,1985,26.0,17.0,6.0,2.0,45.0,R,19.2
Florida1986,Florida,1986,27.0,18.0,7.0,2.0,45.0,R,19.8
Florida1987,Florida,1987,26.0,18.0,6.0,2.0,45.0,R,19.4
Florida1988,Florida,1988,26.0,19.0,5.0,2.0,45.0,R,19.4
Florida1989,Florida,1989,25.0,25.0,5.0,2.0,45.0,R,20.4
Florida1990,Florida,1990,24.0,24.0,5.0,2.0,46.0,R,20.2
Florida1991,Florida,1991,23.0,24.0,6.0,2.0,46.0,R,20.2
Florida1992,Florida,1992,22.0,25.0,7.0,2.0,46.0,R,20.4
Florida1993,Florida,1993,21.0,23.0,7.0,2.0,46.0,R,19.8
Florida1994,Florida,1994,20.0,22.0,7.0,2.0,46.0,R,19.4
Florida1995,Florida,1995,19.0,22.0,6.0,2.0,46.0,R,19.0
Florida1996,Florida,1996,19.0,22.0,7.0,2.0,46.0,D,19.2
Florida1997,Florida,1997,17.0,20.0,5.0,2.0,46.0,D,18.0
Florida1998,Florida,1998,17.0,21.0,4.0,2.0,46.0,D,18.0
Florida1999,Florida,1999,16.0,20.0,3.0,2.0,46.0,D,17.4
Florida2000,Florida,2000,17.0,21.0,1.0,2.0,38.0,R,15.8
Florida2001,Florida,2001,15.0,22.0,2.0,2.0,38.0,R,15.8
Florida2002,Florida,2002,15.0,22.0,2.0,2.0,38.0,R,15.8
Florida2003,Florida,2003,16.0,22.0,2.0,2.0,38.0,R,16.0
Florida2004,Florida,2004,15.0,18.0,3.0,2.0,38.0,D,15.2
Florida2005,Florida,2005,14.0,18.0,3.0,2.0,36.0,D,14.6
Florida2006,Florida,2006,13.0,16.0,2.0,2.0,36.0,D,13.8
Florida2007,Florida,2007,12.0,17.0,2.0,2.0,36.0,D,13.8
Florida2008,Florida,2008,12.0,14.0,1.0,1.0,36.0,R,12.8
Florida2009,Florida,2009,12.0,16.0,1.0,2.0,36.0,R,13.4
Florida2010,Florida,2010,11.0,16.0,1.0,2.0,38.0,R,13.6
Florida2011,Florida,2011,11.0,14.0,1.0,1.0,38.0,R,13.0
Florida2012,Florida,2012,11.0,13.0,1.0,1.0,38.0,D,12.8
Florida2013,Florida,2013,9.0,10.0,1.0,1.0,38.0,D,11.8
Florida2014,Florida,2014,9.0,10.0,1.0,1.0,38.0,D,11.8
Georgia1980,Georgia,1980,31.0,31.0,14.0,13.0,38.0,D,25.4
Georgia1981,Georgia,1981,33.0,32.0,9.0,13.0,38.0,D,25.0
Georgia1982,Georgia,1982,32.0,31.0,9.0,14.0,38.0,D,24.8
Georgia1983,Georgia,1983,34.0,32.0,10.0,15.0,38.0,D,25.8
Georgia1984,Georgia,1984,33.0,32.0,17.0,15.0,38.0,R,27.0
Georgia1985,Georgia,1985,32.0,33.0,16.0,13.0,29.5,R,24.7
Georgia1986,Georgia,1986,32.0,31.0,15.0,14.0,29.5,R,24.3
Georgia1987,Georgia,1987,32.0,31.0,13.0,15.0,29.5,R,24.1
Georgia1988,Georgia,1988,32.0,31.0,13.0,15.0,29.5,R,24.1
Georgia1989,Georgia,1989,32.0,39.0,13.0,15.0,29.5,R,25.7
Georgia1990,Georgia,1990,30.0,38.0,13.0,14.0,33.0,R,25.6
Georgia1991,Georgia,1991,31.0,38.0,12.0,14.0,33.0,R,25.6
Georgia1992,Georgia,1992,31.0,39.0,16.0,16.0,33.0,D,27.0
Georgia1993,Georgia,1993,31.0,39.0,16.0,16.0,33.0,D,27.0
Georgia1994,Georgia,1994,30.0,38.0,15.0,16.0,33.0,D,26.4
Georgia1995,Georgia,1995,30.0,36.0,13.0,16.0,30.0,D,25.0
Georgia1996,Georgia,1996,31.0,38.0,13.0,16.0,30.0,R,25.6
Georgia1997,Georgia,1997,29.0,37.0,14.0,16.0,30.0,R,25.2
Georgia1998,Georgia,1998,30.0,38.0,15.0,13.0,30.0,R,25.2
Georgia1999,Georgia,1999,29.0,37.0,12.0,11.0,30.0,R,23.8
Georgia2000,Georgia,2000,32.0,37.0,11.0,15.0,22.5,R,23.5
Georgia2001,Georgia,2001,27.0,35.0,8.0,13.0,22.5,R,21.1
Georgia2002,Georgia,2002,26.0,40.0,7.0,13.0,22.5,R,21.7
Georgia2003,Georgia,2003,28.0,34.0,8.0,15.0,22.5,R,21.5
Georgia2004,Georgia,2004,28.0,34.0,11.0,15.0,22.5,D,22.1
Georgia2005,Georgia,2005,27.0,33.0,8.0,15.0,25.0,D,21.6
Georgia2006,Georgia,2006,25.0,31.0,9.0,11.0,25.0,D,20.2
Georgia2007,Georgia,2007,25.0,30.0,9.0,12.0,25.0,D,20.2
Georgia2008,Georgia,2008,22.0,29.0,9.0,11.0,25.0,D,19.2
