StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
Michigan2006,Michigan,2006,10036081,0.246554484,R,,20,1.99E-06,1.992809743
Michigan2007,Michigan,2007,10001284,0.246554484,R,,21.1,2.11E-06,2.109729111
Michigan2008,Michigan,2008,9946889,0.288791702,R,,21.5,2.16E-06,2.161479836
Michigan2009,Michigan,2009,9901591,0.288791702,R,,20.5,2.07E-06,2.070374347
Michigan2010,Michigan,2010,9877495,0.288791702,R,162,18.9,1.91E-06,1.913440604
Michigan2011,Michigan,2011,9876213,0.288791702,R,,19.5,1.97E-06,1.974441013
Michigan2012,Michigan,2012,9887238,-0.25938174,D,,16.8,1.70E-06,1.699160069
Michigan2013,Michigan,2013,9898982,-0.25938174,D,,20.6,2.08E-06,2.081022069
Michigan2014,Michigan,2014,9915767,-0.25938174,D,,21.8,2.20E-06,2.198518783
Michigan2015,Michigan,2015,9917715,-0.25938174,D,,,,
Michigan2016,Michigan,2016,9928300,0.229600536,R,,,,
Minnesota1970,Minnesota,1970,3806103,0.229600536,R,,,,
Minnesota1971,Minnesota,1971,3852000,0.229600536,R,,,,
Minnesota1972,Minnesota,1972,3867000,0.229600536,R,,,,
Minnesota1973,Minnesota,1973,3885000,0.229600536,R,,,,
Minnesota1974,Minnesota,1974,3898000,0.229600536,R,,,,
Minnesota1975,Minnesota,1975,3926000,0.229600536,R,,,,
Minnesota1976,Minnesota,1976,3957000,0.229600536,R,,,,
Minnesota1977,Minnesota,1977,3980000,0.229600536,R,,,,
Minnesota1978,Minnesota,1978,4005000,0.229600536,R,,,,
Minnesota1979,Minnesota,1979,4038000,0.229600536,R,,,,
Minnesota1980,Minnesota,1980,4075970,-0.234097405,D,,8.8,2.16E-06,2.158995282
Minnesota1981,Minnesota,1981,4111728,-0.234097405,D,,7.9,1.92E-06,1.921333318
Minnesota1982,Minnesota,1982,4131450,-0.234097405,D,,9.2,2.23E-06,2.226821092
Minnesota1983,Minnesota,1983,4141456,-0.234097405,D,,7.5,1.81E-06,1.810957306
Minnesota1984,Minnesota,1984,4157706,-0.249263416,D,,7.8,1.88E-06,1.876034525
Minnesota1985,Minnesota,1985,4184302,-0.249263416,D,236,8.1,1.94E-06,1.935806737
Minnesota1986,Minnesota,1986,4205212,-0.249263416,D,,8.1,1.93E-06,1.92618113
Minnesota1987,Minnesota,1987,4235136,-0.249263416,D,,7.4,1.75E-06,1.747287454
Minnesota1988,Minnesota,1988,4296166,-0.258246772,D,,8.7,2.03E-06,2.025061415
Minnesota1989,Minnesota,1989,4338057,-0.258246772,D,,9.4,2.17E-06,2.166868716
Minnesota1990,Minnesota,1990,4389857,-0.258246772,D,258,8.1,1.85E-06,1.84516261
Minnesota1991,Minnesota,1991,4440859,-0.258246772,D,,8.9,2.00E-06,2.004116771
Minnesota1992,Minnesota,1992,4495572,-0.2271117,D,,8.4,1.87E-06,1.868505276
Minnesota1993,Minnesota,1993,4555954,-0.2271117,D,,9.1,2.00E-06,1.997386277
Minnesota1994,Minnesota,1994,4610355,-0.2271117,D,,9,1.95E-06,1.952127331
Minnesota1995,Minnesota,1995,4660180,-0.2271117,D,140,9.4,2.02E-06,2.017089469
Minnesota1996,Minnesota,1996,4712827,-0.23774223,D,,10.7,2.27E-06,2.270399486
Minnesota1997,Minnesota,1997,4763390,-0.23774223,D,,9.6,2.02E-06,2.015371406
Minnesota1998,Minnesota,1998,4813412,-0.23774223,D,,8.1,1.68E-06,1.682797982
Minnesota1999,Minnesota,1999,4873481,-0.23774223,D,,8.5,1.74E-06,1.744133198
Minnesota2000,Minnesota,2000,4933692,-0.23679346,D,70,9.3,1.88E-06,1.884998091
Minnesota2001,Minnesota,2001,4982796,-0.23679346,D,,8.9,1.79E-06,1.78614577
Minnesota2002,Minnesota,2002,5018935,-0.23679346,D,,9.3,1.85E-06,1.852982754
Minnesota2003,Minnesota,2003,5053572,-0.23679346,D,,9.8,1.94E-06,1.939222396
Minnesota2004,Minnesota,2004,5087713,0.284020345,R,,9.4,1.85E-06,1.847588494
Minnesota2005,Minnesota,2005,5119598,0.284020345,R,138,9,1.76E-06,1.757950527
Minnesota2006,Minnesota,2006,5163555,0.284020345,R,,8.2,1.59E-06,1.588053192
Minnesota2007,Minnesota,2007,5207203,0.284020345,R,,8.9,1.71E-06,1.709170931
Minnesota2008,Minnesota,2008,5247018,0.299856795,R,,9.6,1.83E-06,1.829610647
Minnesota2009,Minnesota,2009,5281203,0.299856795,R,,9,1.70E-06,1.704157178
Minnesota2010,Minnesota,2010,5311147,0.299856795,R,129,8.3,1.56E-06,1.562750946
Minnesota2011,Minnesota,2011,5348562,0.299856795,R,,8.3,1.55E-06,1.551818975
Minnesota2012,Minnesota,2012,5380285,-0.287376412,D,,7.3,1.36E-06,1.356805448
Minnesota2013,Minnesota,2013,5418521,-0.287376412,D,,9.2,1.70E-06,1.697880289
Minnesota2014,Minnesota,2014,5453109,-0.287376412,D,,9.8,1.80E-06,1.797139943
Minnesota2015,Minnesota,2015,5482435,-0.287376412,D,,,,
Minnesota2016,Minnesota,2016,5519952,-0.247776792,D,,,,
Mississippi1970,Mississippi,1970,2216994,-0.247776792,D,,,,
Mississippi1971,Mississippi,1971,2265000,-0.247776792,D,,,,
Mississippi1972,Mississippi,1972,2307000,-0.247776792,D,,,,
Mississippi1973,Mississippi,1973,2350000,-0.247776792,D,,,,
Mississippi1974,Mississippi,1974,2379000,-0.247776792,D,,,,
Mississippi1975,Mississippi,1975,2400000,-0.247776792,D,,,,
Mississippi1976,Mississippi,1976,2430000,-0.247776792,D,,,,
Mississippi1977,Mississippi,1977,2460000,-0.247776792,D,,,,
Mississippi1978,Mississippi,1978,2488000,-0.247776792,D,,,,
Mississippi1979,Mississippi,1979,2508000,-0.247776792,D,,,,
Mississippi1980,Mississippi,1980,2520638,0.174991014,R,,2.1,8.33E-07,0.833122408
Mississippi1981,Mississippi,1981,2539036,0.174991014,R,,2,7.88E-07,0.787700529
Mississippi1982,Mississippi,1982,2556777,0.174991014,R,,2,7.82E-07,0.782234821
Mississippi1983,Mississippi,1983,2567717,0.174991014,R,,2.1,8.18E-07,0.817847138
Mississippi1984,Mississippi,1984,2578051,0.225898169,R,,1.9,7.37E-07,0.736990851
Mississippi1985,Mississippi,1985,2588102,0.225898169,R,118,1.8,6.95E-07,0.695490363
Mississippi1986,Mississippi,1986,2593597,0.225898169,R,,1.7,6.55E-07,0.655460351
Mississippi1987,Mississippi,1987,2588545,0.225898169,R,,1.9,7.34E-07,0.734003079
Mississippi1988,Mississippi,1988,2580352,0.21621895,R,,1.9,7.36E-07,0.736333648
Mississippi1989,Mississippi,1989,2574269,0.21621895,R,,1.9,7.38E-07,0.738073605
Mississippi1990,Mississippi,1990,2578897,0.21621895,R,173,1.8,6.98E-07,0.697972816
Mississippi1991,Mississippi,1991,2598733,0.21621895,R,,1.8,6.93E-07,0.692645224
Mississippi1992,Mississippi,1992,2623734,0.185915569,R,,1.9,7.24E-07,0.724158775
Mississippi1993,Mississippi,1993,2655100,0.185915569,R,,2,7.53E-07,0.753267297
Mississippi1994,Mississippi,1994,2688992,0.185915569,R,,2,7.44E-07,0.743773131
Mississippi1995,Mississippi,1995,2722659,0.185915569,R,185,1.9,6.98E-07,0.697847215
Mississippi1996,Mississippi,1996,2748085,0.160052546,R,,2.2,8.01E-07,0.800557479
Mississippi1997,Mississippi,1997,2777004,0.160052546,R,,2,7.20E-07,0.720200619
Mississippi1998,Mississippi,1998,2804834,0.160052546,R,,1.9,6.77E-07,0.677401943
Mississippi1999,Mississippi,1999,2828408,0.160052546,R,,1.9,6.72E-07,0.671755984
Mississippi2000,Mississippi,2000,2848353,0.19621304,R,106,2.4,8.43E-07,0.842592193
Mississippi2001,Mississippi,2001,2852994,0.19621304,R,,2.4,8.41E-07,0.841221538
Mississippi2002,Mississippi,2002,2858681,0.19621304,R,,2.1,7.35E-07,0.734604526
Mississippi2003,Mississippi,2003,2868312,0.19621304,R,,2,6.97E-07,0.697274216
Mississippi2004,Mississippi,2004,2889010,-0.237098868,D,,1.8,6.23E-07,0.623050803
Mississippi2005,Mississippi,2005,2905943,-0.237098868,D,222,1.8,6.19E-07,0.619420271
Mississippi2006,Mississippi,2006,2904978,-0.237098868,D,,1.6,5.51E-07,0.550778698
Mississippi2007,Mississippi,2007,2928350,-0.237098868,D,,1.6,5.46E-07,0.546382775
Mississippi2008,Mississippi,2008,2947806,-0.245808917,D,,1.8,6.11E-07,0.61062363
Mississippi2009,Mississippi,2009,2958774,-0.245808917,D,,1.8,6.08E-07,0.608360084
Mississippi2010,Mississippi,2010,2970322,-0.245808917,D,200,2,6.73E-07,0.673327673
Mississippi2011,Mississippi,2011,2978162,-0.245808917,D,,1.7,5.71E-07,0.570821869
Mississippi2012,Mississippi,2012,2984945,0.23811025,R,,1.4,4.69E-07,0.469020367
Mississippi2013,Mississippi,2013,2990482,0.23811025,R,,1.7,5.68E-07,0.568470233
Mississippi2014,Mississippi,2014,2992400,0.23811025,R,,1.9,6.35E-07,0.634941853
Mississippi2015,Mississippi,2015,2989390,0.23811025,R,,,,
Mississippi2016,Mississippi,2016,2988726,0.234452405,R,,,,
Missouri1970,Missouri,1970,4677623,0.234452405,R,,,,
Missouri1971,Missouri,1971,4723000,0.234452405,R,,,,
Missouri1972,Missouri,1972,4753000,0.234452405,R,,,,
Missouri1973,Missouri,1973,4775000,0.234452405,R,,,,
Missouri1974,Missouri,1974,4785000,0.234452405,R,,,,
Missouri1975,Missouri,1975,4795000,0.234452405,R,,,,
Missouri1976,Missouri,1976,4823000,0.234452405,R,,,,
Missouri1977,Missouri,1977,4845000,0.234452405,R,,,,
Missouri1978,Missouri,1978,4871000,0.234452405,R,,,,
Missouri1979,Missouri,1979,4889000,0.234452405,R,,,,
Missouri1980,Missouri,1980,4916686,0.218476632,R,,9.4,1.91E-06,1.911856889
Missouri1981,Missouri,1981,4932064,0.218476632,R,,8.6,1.74E-06,1.74369189
Missouri1982,Missouri,1982,4929451,0.218476632,R,,8.9,1.81E-06,1.80547489
Missouri1983,Missouri,1983,4943733,0.218476632,R,,8.5,1.72E-06,1.719348517
Missouri1984,Missouri,1984,4975278,0.25610388,R,,8.2,1.65E-06,1.648149108
Missouri1985,Missouri,1985,5000268,0.25610388,R,146,8.2,1.64E-06,1.639912101
Missouri1986,Missouri,1986,5023068,0.25610388,R,,7.8,1.55E-06,1.552835837
Missouri1987,Missouri,1987,5056696,0.25610388,R,,7.6,1.50E-06,1.502957662
Missouri1988,Missouri,1988,5081736,0.213500465,R,,8.1,1.59E-06,1.593943487
Missouri1989,Missouri,1989,5095830,0.213500465,R,,8.4,1.65E-06,1.648406638
Missouri1990,Missouri,1990,5128880,0.213500465,R,145,7.5,1.46E-06,1.46230756
Missouri1991,Missouri,1991,5170800,0.213500465,R,,8,1.55E-06,1.547149377
Missouri1992,Missouri,1992,5217101,-0.202003565,D,,7.7,1.48E-06,1.475915456
Missouri1993,Missouri,1993,5271175,-0.202003565,D,,8.8,1.67E-06,1.669457
Missouri1994,Missouri,1994,5324497,-0.202003565,D,,8,1.50E-06,1.502489343
Missouri1995,Missouri,1995,5378247,-0.202003565,D,145,8.3,1.54E-06,1.543253778
Missouri1996,Missouri,1996,5431553,-0.188884284,D,,9.3,1.71E-06,1.712217482
Missouri1997,Missouri,1997,5481193,-0.188884284,D,,8.6,1.57E-06,1.569001493
Missouri1998,Missouri,1998,5521765,-0.188884284,D,,7.3,1.32E-06,1.32204105
Missouri1999,Missouri,1999,5561948,-0.188884284,D,,7.8,1.40E-06,1.402386358
Missouri2000,Missouri,2000,5607285,0.212210366,R,65,7.7,1.37E-06,1.373213596
Missouri2001,Missouri,2001,5641142,0.212210366,R,,8.5,1.51E-06,1.506787101
Missouri2002,Missouri,2002,5674825,0.212210366,R,,7.8,1.37E-06,1.374491724
Missouri2003,Missouri,2003,5709403,0.212210366,R,,7.8,1.37E-06,1.366167356
Missouri2004,Missouri,2004,5747741,-0.253266979,D,,7.3,1.27E-06,1.270064187
Missouri2005,Missouri,2005,5790300,-0.253266979,D,161,7,1.21E-06,1.208918363
Missouri2006,Missouri,2006,5842704,-0.253266979,D,,6.3,1.08E-06,1.07826787
Missouri2007,Missouri,2007,5887612,-0.253266979,D,,6.7,1.14E-06,1.137982598
Missouri2008,Missouri,2008,5923916,-0.244063893,D,,7.6,1.28E-06,1.28293514
Missouri2009,Missouri,2009,5961088,-0.244063893,D,,6.9,1.16E-06,1.157506818
Missouri2010,Missouri,2010,5996118,-0.244063893,D,161,6.9,1.15E-06,1.150744532
Missouri2011,Missouri,2011,6010717,-0.244063893,D,,6.5,1.08E-06,1.08140177
Missouri2012,Missouri,2012,6025415,0.246031186,R,,5.3,8.80E-07,0.879607463
Missouri2013,Missouri,2013,6042711,0.246031186,R,,6.7,1.11E-06,1.10877386
Missouri2014,Missouri,2014,6060930,0.246031186,R,,7.2,1.19E-06,1.187936505
Missouri2015,Missouri,2015,6076204,0.246031186,R,,,,
Missouri2016,Missouri,2016,6093000,0.261695552,R,,,,
Montana1970,Montana,1970,694409,0.261695552,R,,,,
Montana1971,Montana,1971,711000,0.261695552,R,,,,
Montana1972,Montana,1972,719000,0.261695552,R,,,,
Montana1973,Montana,1973,727000,0.261695552,R,,,,
Montana1974,Montana,1974,737000,0.261695552,R,,,,
Montana1975,Montana,1975,749000,0.261695552,R,,,,
Montana1976,Montana,1976,758000,0.261695552,R,,,,
Montana1977,Montana,1977,771000,0.261695552,R,,,,
Montana1978,Montana,1978,784000,0.261695552,R,,,,
Montana1979,Montana,1979,789000,0.261695552,R,,,,
Montana1980,Montana,1980,786690,0.262891355,R,,1.4,1.78E-06,1.779608232
Montana1981,Montana,1981,795328,0.262891355,R,,1.2,1.51E-06,1.508811459
Montana1982,Montana,1982,803986,0.262891355,R,,1.4,1.74E-06,1.741323854
Montana1983,Montana,1983,814031,0.262891355,R,,1.3,1.60E-06,1.596990778
Montana1984,Montana,1984,820905,0.283163094,R,,1.2,1.46E-06,1.461801305
Montana1985,Montana,1985,822320,0.283163094,R,225,1.3,1.58E-06,1.580893083
Montana1986,Montana,1986,813739,0.283163094,R,,1.2,1.47E-06,1.474674312
Montana1987,Montana,1987,805063,0.283163094,R,,1.1,1.37E-06,1.366352695
Montana1988,Montana,1988,800202,0.237954916,R,,1.2,1.50E-06,1.499621346
Montana1989,Montana,1989,799636,0.237954916,R,,1.3,1.63E-06,1.625739712
Montana1990,Montana,1990,800204,0.237954916,R,207,1.3,1.62E-06,1.624585731
Montana1991,Montana,1991,809680,0.237954916,R,,1.3,1.61E-06,1.605572572
Montana1992,Montana,1992,825770,-0.187106579,D,,1.1,1.33E-06,1.332090049
Montana1993,Montana,1993,844761,-0.187106579,D,,1.3,1.54E-06,1.5388968
Montana1994,Montana,1994,861306,-0.187106579,D,,1.2,1.39E-06,1.393233067
Montana1995,Montana,1995,876553,-0.187106579,D,197,1.3,1.48E-06,1.483082027
Montana1996,Montana,1996,886254,0.202709381,R,,1.5,1.69E-06,1.692517044
Montana1997,Montana,1997,889865,0.202709381,R,,1.5,1.69E-06,1.685648947
Montana1998,Montana,1998,892431,0.202709381,R,,1.2,1.34E-06,1.344641771
Montana1999,Montana,1999,897507,0.202709381,R,,1.2,1.34E-06,1.337036926
Montana2000,Montana,2000,903773,0.26575036,R,78,1.4,1.55E-06,1.549061545
Montana2001,Montana,2001,906961,0.26575036,R,,1.4,1.54E-06,1.543616539
Montana2002,Montana,2002,911667,0.26575036,R,,1.5,1.65E-06,1.645337607
Montana2003,Montana,2003,919630,0.26575036,R,,1.5,1.63E-06,1.631090765
Montana2004,Montana,2004,930009,-0.286086479,D,,1.6,1.72E-06,1.720413458
Montana2005,Montana,2005,940102,-0.286086479,D,206,1.6,1.70E-06,1.701942981
Montana2006,Montana,2006,952692,-0.286086479,D,,1.6,1.68E-06,1.679451491
Montana2007,Montana,2007,964706,-0.286086479,D,,1.6,1.66E-06,1.658536383
Montana2008,Montana,2008,976415,-0.249772894,D,,1.8,1.84E-06,1.843478439
Montana2009,Montana,2009,983982,-0.249772894,D,,1.8,1.83E-06,1.829301756
Montana2010,Montana,2010,990641,-0.249772894,D,0,1.6,1.62E-06,1.615115869
Montana2011,Montana,2011,997821,-0.249772894,D,,1.7,1.70E-06,1.703712389
Montana2012,Montana,2012,1005196,0.266543042,R,,1.5,1.49E-06,1.492246288
Montana2013,Montana,2013,1014314,0.266543042,R,,1.6,1.58E-06,1.577420799
Montana2014,Montana,2014,1022867,0.266543042,R,,1.6,1.56E-06,1.564230736
Montana2015,Montana,2015,1032073,0.266543042,R,,,,
Montana2016,Montana,2016,1042520,0.267850976,R,,,,
Nebraska1970,Nebraska,1970,1485333,0.267850976,R,,,,
Nebraska1971,Nebraska,1971,1504000,0.267850976,R,,,,
Nebraska1972,Nebraska,1972,1518000,0.267850976,R,,,,
Nebraska1973,Nebraska,1973,1528000,0.267850976,R,,,,
Nebraska1974,Nebraska,1974,1538000,0.267850976,R,,,,
Nebraska1975,Nebraska,1975,1541000,0.267850976,R,,,,
Nebraska1976,Nebraska,1976,1549000,0.267850976,R,,,,
Nebraska1977,Nebraska,1977,1554000,0.267850976,R,,,,
Nebraska1978,Nebraska,1978,1561000,0.267850976,R,,,,
Nebraska1979,Nebraska,1979,1564000,0.267850976,R,,,,
Nebraska1980,Nebraska,1980,1569825,0.267505614,R,,3.1,1.97E-06,1.974742408
Nebraska1981,Nebraska,1981,1578515,0.267505614,R,,2.8,1.77E-06,1.773819064
Nebraska1982,Nebraska,1982,1581780,0.267505614,R,,3.2,2.02E-06,2.023037338
Nebraska1983,Nebraska,1983,1584293,0.267505614,R,,3,1.89E-06,1.893589128
Nebraska1984,Nebraska,1984,1588639,0.28959002,R,,2.8,1.76E-06,1.762514958
Nebraska1985,Nebraska,1985,1584664,0.28959002,R,199,2.8,1.77E-06,1.766936082
Nebraska1986,Nebraska,1986,1574333,0.28959002,R,,2.6,1.65E-06,1.651493045
Nebraska1987,Nebraska,1987,1566547,0.28959002,R,,2.4,1.53E-06,1.532031915
Nebraska1988,Nebraska,1988,1571477,0.253236923,R,,2.7,1.72E-06,1.718128869
Nebraska1989,Nebraska,1989,1574864,0.253236923,R,,2.8,1.78E-06,1.777931301
Nebraska1990,Nebraska,1990,1581660,0.253236923,R,240,2.5,1.58E-06,1.580617832
Nebraska1991,Nebraska,1991,1595919,0.253236923,R,,2.7,1.69E-06,1.691815186
Nebraska1992,Nebraska,1992,1611687,0.213241157,R,,2.5,1.55E-06,1.551169675
Nebraska1993,Nebraska,1993,1625590,0.213241157,R,,2.9,1.78E-06,1.783967667
Nebraska1994,Nebraska,1994,1639041,0.213241157,R,,2.7,1.65E-06,1.647304735
Nebraska1995,Nebraska,1995,1656992,0.213241157,R,241,2.7,1.63E-06,1.629458682
Nebraska1996,Nebraska,1996,1673740,0.217158579,R,,3.1,1.85E-06,1.85213952
Nebraska1997,Nebraska,1997,1686418,0.217158579,R,,2.9,1.72E-06,1.719621114
Nebraska1998,Nebraska,1998,1695816,0.217158579,R,,2.6,1.53E-06,1.533185204
Nebraska1999,Nebraska,1999,1704764,0.217158579,R,,2.6,1.53E-06,1.52513779
Nebraska2000,Nebraska,2000,1713820,0.25315494,R,150,2.8,1.63E-06,1.633777176
Nebraska2001,Nebraska,2001,1719836,0.25315494,R,,3,1.74E-06,1.744352368
Nebraska2002,Nebraska,2002,1728292,0.25315494,R,,2.9,1.68E-06,1.677957197
Nebraska2003,Nebraska,2003,1738643,0.25315494,R,,2.8,1.61E-06,1.610451369
Nebraska2004,Nebraska,2004,1749370,-0.293142103,D,,2.5,1.43E-06,1.429085899
Nebraska2005,Nebraska,2005,1761497,-0.293142103,D,295,2.5,1.42E-06,1.419247379
Nebraska2006,Nebraska,2006,1772693,-0.293142103,D,,2.3,1.30E-06,1.297460982
Nebraska2007,Nebraska,2007,1783440,-0.293142103,D,,2.5,1.40E-06,1.401785314
Nebraska2008,Nebraska,2008,1796378,-0.252162407,D,,2.9,1.61E-06,1.614359561
Nebraska2009,Nebraska,2009,1812683,-0.252162407,D,,2.7,1.49E-06,1.489504784
Nebraska2010,Nebraska,2010,1830051,-0.252162407,D,215,2.7,1.48E-06,1.475368719
Nebraska2011,Nebraska,2011,1842283,-0.252162407,D,,2.6,1.41E-06,1.411292402
Nebraska2012,Nebraska,2012,1855725,0.255999138,R,,2.1,1.13E-06,1.131633189
Nebraska2013,Nebraska,2013,1868559,0.255999138,R,,2.7,1.44E-06,1.444963739
Nebraska2014,Nebraska,2014,1881145,0.255999138,R,,2.7,1.44E-06,1.435296056
Nebraska2015,Nebraska,2015,1893765,0.255999138,R,,,,
Nebraska2016,Nebraska,2016,1907116,0.104690538,R,,,,
Nevada1970,Nevada,1970,488738,0.104690538,R,,,,
Nevada1971,Nevada,1971,520000,0.104690538,R,,,,
Nevada1972,Nevada,1972,547000,0.104690538,R,,,,
Nevada1973,Nevada,1973,569000,0.104690538,R,,,,
Nevada1974,Nevada,1974,597000,0.104690538,R,,,,
Nevada1975,Nevada,1975,620000,0.104690538,R,,,,
Nevada1976,Nevada,1976,647000,0.104690538,R,,,,
Nevada1977,Nevada,1977,678000,0.104690538,R,,,,
Nevada1978,Nevada,1978,719000,0.104690538,R,,,,
Nevada1979,Nevada,1979,765000,0.104690538,R,,,,
Nevada1980,Nevada,1980,800493,0.193651912,R,,0.9,1.12E-06,1.124307146
Nevada1981,Nevada,1981,847655,0.193651912,R,,0.9,1.06E-06,1.061752718
Nevada1982,Nevada,1982,881537,0.193651912,R,,1.1,1.25E-06,1.247820568
Nevada1983,Nevada,1983,901977,0.193651912,R,,0.9,9.98E-07,0.997808148
Nevada1984,Nevada,1984,924922,0.204092886,R,,0.9,9.73E-07,0.973055025
Nevada1985,Nevada,1985,951030,0.204092886,R,356,1,1.05E-06,1.051491541
Nevada1986,Nevada,1986,980613,0.204092886,R,,0.9,9.18E-07,0.917793258
Nevada1987,Nevada,1987,1023376,0.204092886,R,,1,9.77E-07,0.977157956
Nevada1988,Nevada,1988,1075022,0.191661194,R,,1.1,1.02E-06,1.023234873
Nevada1989,Nevada,1989,1137382,0.191661194,R,,1.2,1.06E-06,1.055054502
Nevada1990,Nevada,1990,1220695,0.191661194,R,333,1.2,9.83E-07,0.983046543
Nevada1991,Nevada,1991,1296171,0.191661194,R,,1.3,1.00E-06,1.002954086
Nevada1992,Nevada,1992,1351367,-0.139967899,D,,1.2,8.88E-07,0.887989717
Nevada1993,Nevada,1993,1411215,-0.139967899,D,,1.4,9.92E-07,0.992052947
Nevada1994,Nevada,1994,1499298,-0.139967899,D,,1.4,9.34E-07,0.933770338
Nevada1995,Nevada,1995,1581578,-0.139967899,D,333,1.3,8.22E-07,0.821963887
Nevada1996,Nevada,1996,1666320,-0.122409861,D,,1.4,8.40E-07,0.840174756
Nevada1997,Nevada,1997,1764104,-0.122409861,D,,1.6,9.07E-07,0.906976006
Nevada1998,Nevada,1998,1853191,-0.122409861,D,,1.9,1.03E-06,1.025258594
Nevada1999,Nevada,1999,1934718,-0.122409861,D,,1.8,9.30E-07,0.930368147
Nevada2000,Nevada,2000,2018741,0.149387663,R,180,1.8,8.92E-07,0.891644842
Nevada2001,Nevada,2001,2098399,0.149387663,R,,2,9.53E-07,0.953107583
Nevada2002,Nevada,2002,2173791,0.149387663,R,,2,9.20E-07,0.920051652
Nevada2003,Nevada,2003,2248850,0.149387663,R,,2,8.89E-07,0.889343442
Nevada2004,Nevada,2004,2346222,-0.178452849,D,,2.2,9.38E-07,0.937677679
Nevada2005,Nevada,2005,2432143,-0.178452849,D,395,2.2,9.05E-07,0.904552076
Nevada2006,Nevada,2006,2522658,-0.178452849,D,,2.3,9.12E-07,0.911736748
Nevada2007,Nevada,2007,2601072,-0.178452849,D,,2.3,8.84E-07,0.884250801
Nevada2008,Nevada,2008,2653630,0.201134295,R,,2.3,8.67E-07,0.866737262
Nevada2009,Nevada,2009,2684665,0.201134295,R,,2.3,8.57E-07,0.856717691
Nevada2010,Nevada,2010,2703284,0.201134295,R,319,2.4,8.88E-07,0.88780905
Nevada2011,Nevada,2011,2718379,0.201134295,R,,2.4,8.83E-07,0.882879098
Nevada2012,Nevada,2012,2752565,-0.193046486,D,,2.2,7.99E-07,0.799254514
Nevada2013,Nevada,2013,2786464,-0.193046486,D,,2.5,8.97E-07,0.897194437
Nevada2014,Nevada,2014,2833013,-0.193046486,D,,2.1,7.41E-07,0.741260277
Nevada2015,Nevada,2015,2883758,-0.193046486,D,,,,
Nevada2016,Nevada,2016,2940058,-0.18341815,D,,,,
New Hampshire1970,New Hampshire,1970,737681,-0.18341815,D,,,,
New Hampshire1971,New Hampshire,1971,762000,-0.18341815,D,,,,
New Hampshire1972,New Hampshire,1972,782000,-0.18341815,D,,,,
New Hampshire1973,New Hampshire,1973,802000,-0.18341815,D,,,,
New Hampshire1974,New Hampshire,1974,817000,-0.18341815,D,,,,
New Hampshire1975,New Hampshire,1975,830000,-0.18341815,D,,,,
New Hampshire1976,New Hampshire,1976,847000,-0.18341815,D,,,,
New Hampshire1977,New Hampshire,1977,872000,-0.18341815,D,,,,
New Hampshire1978,New Hampshire,1978,894000,-0.18341815,D,,,,
New Hampshire1979,New Hampshire,1979,912000,-0.18341815,D,,,,
New Hampshire1980,New Hampshire,1980,920610,0.240824019,R,,2,2.17E-06,2.1724726
New Hampshire1981,New Hampshire,1981,936621,0.240824019,R,,1.9,2.03E-06,2.028568653
New Hampshire1982,New Hampshire,1982,947719,0.240824019,R,,1.8,1.90E-06,1.899297155
New Hampshire1983,New Hampshire,1983,958134,0.240824019,R,,1.7,1.77E-06,1.774282094
New Hampshire1984,New Hampshire,1984,976864,0.273374799,R,,2.1,2.15E-06,2.149736299
New Hampshire1985,New Hampshire,1985,996753,0.273374799,R,159,2.3,2.31E-06,2.307492428
New Hampshire1986,New Hampshire,1986,1025053,0.273374799,R,,2.2,2.15E-06,2.146230488
New Hampshire1987,New Hampshire,1987,1054289,0.273374799,R,,2.6,2.47E-06,2.466116976
New Hampshire1988,New Hampshire,1988,1082577,0.260061871,R,,2.6,2.40E-06,2.40167674
New Hampshire1989,New Hampshire,1989,1104522,0.260061871,R,,2.9,2.63E-06,2.625570156
New Hampshire1990,New Hampshire,1990,1112384,0.260061871,R,136,2.4,2.16E-06,2.157528336
New Hampshire1991,New Hampshire,1991,1109929,0.260061871,R,,2.4,2.16E-06,2.162300471
New Hampshire1992,New Hampshire,1992,1117784,-0.187012875,D,,2.5,2.24E-06,2.236568067
New Hampshire1993,New Hampshire,1993,1129458,-0.187012875,D,,2.5,2.21E-06,2.213451054
New Hampshire1994,New Hampshire,1994,1142560,-0.187012875,D,,2.6,2.28E-06,2.275591654
New Hampshire1995,New Hampshire,1995,1157561,-0.187012875,D,152,2.7,2.33E-06,2.332490469
New Hampshire1996,New Hampshire,1996,1174719,-0.209593954,D,,2.9,2.47E-06,2.468675487
New Hampshire1997,New Hampshire,1997,1189425,-0.209593954,D,,2.9,2.44E-06,2.438152889
New Hampshire1998,New Hampshire,1998,1205940,-0.209593954,D,,2.8,2.32E-06,2.321840224
New Hampshire1999,New Hampshire,1999,1222014,-0.209593954,D,,2.8,2.29E-06,2.291299445
New Hampshire2000,New Hampshire,2000,1239882,0.220633093,R,86,2.9,2.34E-06,2.338932253
New Hampshire2001,New Hampshire,2001,1255517,0.220633093,R,,2.8,2.23E-06,2.230156979
New Hampshire2002,New Hampshire,2002,1269089,0.220633093,R,,2.6,2.05E-06,2.048713684
