StateYear,State,Year,Population,Alignment,Outcome,"Total domestic water use per capita, gallons/person/day","Residential co2 emissions, million metric tons","Residential co2 emissions, million metric tons/person","Residential co2 emissions, metric tons/person"
Wyoming1988,Wyoming,1988,465101,0.229771598,R,,0.9,1.94E-06,1.935063567
Wyoming1989,Wyoming,1989,458374,0.229771598,R,,0.8,1.75E-06,1.74529969
Wyoming1990,Wyoming,1990,453690,0.229771598,R,238,0.8,1.76E-06,1.763318566
Wyoming1991,Wyoming,1991,459260,0.229771598,R,,0.9,1.96E-06,1.959674259
Wyoming1992,Wyoming,1992,466251,0.170180868,R,,0.8,1.72E-06,1.715814014
Wyoming1993,Wyoming,1993,473081,0.170180868,R,,0.9,1.90E-06,1.90242263
Wyoming1994,Wyoming,1994,480283,0.170180868,R,,0.8,1.67E-06,1.665684607
Wyoming1995,Wyoming,1995,485160,0.170180868,R,232,0.9,1.86E-06,1.855058125
Wyoming1996,Wyoming,1996,488167,0.215885138,R,,0.9,1.84E-06,1.84363138
Wyoming1997,Wyoming,1997,489451,0.215885138,R,,0.8,1.63E-06,1.634484351
Wyoming1998,Wyoming,1998,490787,0.215885138,R,,0.8,1.63E-06,1.630035025
Wyoming1999,Wyoming,1999,491780,0.215885138,R,,0.8,1.63E-06,1.626743666
Wyoming2000,Wyoming,2000,494300,0.298753793,R,75,0.8,1.62E-06,1.618450334
Wyoming2001,Wyoming,2001,494657,0.298753793,R,,0.8,1.62E-06,1.617282278
Wyoming2002,Wyoming,2002,500017,0.298753793,R,,0.9,1.80E-06,1.799938802
Wyoming2003,Wyoming,2003,503453,0.298753793,R,,0.8,1.59E-06,1.589026185
Wyoming2004,Wyoming,2004,509106,-0.32926149,D,,0.8,1.57E-06,1.571381991
Wyoming2005,Wyoming,2005,514157,-0.32926149,D,242,0.8,1.56E-06,1.555944974
Wyoming2006,Wyoming,2006,522667,-0.32926149,D,,0.8,1.53E-06,1.530611269
Wyoming2007,Wyoming,2007,534876,-0.32926149,D,,0.9,1.68E-06,1.682632984
Wyoming2008,Wyoming,2008,546043,-0.283783512,D,,1,1.83E-06,1.831357604
Wyoming2009,Wyoming,2009,559851,-0.283783512,D,,0.9,1.61E-06,1.607570586
Wyoming2010,Wyoming,2010,564513,-0.283783512,D,237,0.9,1.59E-06,1.594294551
Wyoming2011,Wyoming,2011,567725,-0.283783512,D,,1,1.76E-06,1.761416179
Wyoming2012,Wyoming,2012,576765,0.296415351,R,,0.8,1.39E-06,1.387046717
Wyoming2013,Wyoming,2013,582684,0.296415351,R,,0.9,1.54E-06,1.544576477
Wyoming2014,Wyoming,2014,583642,0.296415351,R,,0.9,1.54E-06,1.542041183
Wyoming2015,Wyoming,2015,586555,0.296415351,R,,,,
Wyoming2016,Wyoming,2016,585501,0.297897015,R,,,,
