StateYear,Residential CO2 emissions per capita,Total domestic water use per capita,Total energy consumption per capita,Renewable energy consumption per capita,Petroleum product consumption per capita,Outcome,Average ranking
North Dakota1996,30.0,27.0,4.0,5.0,41.0,R,21.0
Nebraska1996,31.0,46.0,40.0,40.0,28.0,R,37.0
Iowa1996,32.0,7.0,26.0,31.0,39.0,D,27.0
Kansas1996,33.0,43.0,32.0,10.0,23.0,R,28.0
New York1996,34.0,17.5,46.0,46.0,36.0,D,36.0
Indiana1996,35.0,22.5,36.0,14.0,29.0,R,27.0
South Dakota1996,36.0,13.0,5.0,24.0,44.0,R,24.0
Pennsylvania1996,37.0,5.0,43.0,36.0,38.0,D,32.0
Ohio1996,38.0,17.5,10.0,8.0,26.0,D,20.0
New Jersey1996,39.0,31.0,47.0,32.0,35.0,D,37.0
Wisconsin1996,40.0,3.0,20.0,27.0,40.0,D,26.0
Minnesota1996,41.0,9.5,29.0,25.0,37.0,D,28.0
Massachusetts1996,42.0,12.0,14.0,17.0,43.0,D,26.0
New Hampshire1996,43.0,34.5,9.0,28.0,48.0,D,32.0
Connecticut1996,44.0,17.5,13.0,20.0,47.0,D,28.0
Vermont1996,45.0,32.5,2.0,4.0,49.0,D,26.0
Illinois1996,46.0,37.0,24.0,12.0,12.0,D,26.0
Rhode Island1996,47.0,11.0,1.0,1.0,46.0,D,21.0
Michigan1996,48.0,34.5,23.0,16.0,33.0,D,31.0
Alaska1996,49.0,2.0,44.0,34.0,45.0,R,35.0
Maine1996,50.0,7.0,30.0,45.0,50.0,D,36.0
Hawaii1997,1.0,47.0,14.0,21.0,1.0,D,17.0
Florida1997,2.0,38.0,17.0,20.0,5.0,D,16.0
Arizona1997,3.0,40.0,16.0,34.0,4.0,R,19.0
South Carolina1997,4.0,17.5,45.0,43.0,20.0,R,26.0
Texas1997,5.0,41.5,48.0,22.0,6.0,R,24.0
Mississippi1997,6.0,39.0,35.0,36.0,21.0,R,27.0
Oregon1997,7.0,41.5,18.0,44.0,11.0,D,24.0
Louisiana1997,8.0,25.0,43.0,35.0,7.0,D,24.0
Alabama1997,9.0,17.5,32.0,42.0,18.0,R,24.0
Tennessee1997,10.0,4.0,49.0,48.0,15.0,D,25.0
California1997,11.0,17.5,11.0,28.0,3.0,D,14.0
Washington1997,12.0,45.0,50.0,50.0,22.0,D,36.0
North Carolina1997,13.0,9.5,33.0,33.0,34.0,R,24.0
Idaho1997,14.0,49.0,37.0,46.0,19.0,R,33.0
Nevada1997,15.0,48.0,15.0,27.0,10.0,D,23.0
Georgia1997,16.0,22.5,29.0,37.0,14.0,R,24.0
Arkansas1997,17.0,29.0,28.0,38.0,17.0,D,26.0
Virginia1997,18.0,17.5,41.0,40.0,32.0,R,30.0
New Mexico1997,19.0,36.0,5.0,3.0,16.0,D,16.0
Kentucky1997,20.0,1.0,34.0,18.0,28.0,D,20.0
Oklahoma1997,21.0,32.5,6.0,9.0,12.0,R,16.0
Maryland1997,22.0,30.0,21.0,16.0,31.0,D,24.0
West Virginia1997,23.0,27.0,7.0,6.0,24.0,D,17.0
Delaware1997,24.0,27.0,26.0,5.0,41.0,D,25.0
Colorado1997,25.0,44.0,20.0,14.0,2.0,R,21.0
Missouri1997,26.0,7.0,24.0,10.0,30.0,D,19.0
Utah1997,27.0,50.0,3.0,2.0,8.0,R,18.0
Kansas1997,28.0,43.0,31.0,7.0,27.0,R,27.0
Wyoming1997,29.0,17.5,10.0,13.0,9.0,R,16.0
Montana1997,30.0,24.0,38.0,49.0,26.0,R,33.0
Nebraska1997,31.0,46.0,40.0,39.0,23.0,R,36.0
South Dakota1997,32.0,13.0,4.0,25.0,42.0,R,23.0
Iowa1997,33.0,7.0,25.0,30.0,40.0,D,27.0
North Dakota1997,34.0,27.0,39.0,41.0,45.0,R,37.0
Indiana1997,35.0,22.5,36.0,12.0,29.0,R,27.0
New York1997,36.0,17.5,46.0,47.0,37.0,D,37.0
Wisconsin1997,37.0,3.0,19.0,24.0,38.0,D,24.0
Pennsylvania1997,38.0,5.0,42.0,32.0,39.0,D,31.0
Minnesota1997,39.0,9.5,27.0,26.0,36.0,D,28.0
Ohio1997,40.0,17.5,9.0,8.0,25.0,D,20.0
New Jersey1997,41.0,31.0,47.0,31.0,35.0,D,37.0
Massachusetts1997,42.0,12.0,13.0,15.0,44.0,D,25.0
Illinois1997,43.0,37.0,23.0,11.0,13.0,D,25.0
Connecticut1997,44.0,17.5,12.0,19.0,47.0,D,28.0
New Hampshire1997,45.0,34.5,8.0,23.0,48.0,D,32.0
Vermont1997,46.0,32.5,2.0,4.0,49.0,D,27.0
Michigan1997,47.0,34.5,22.0,17.0,33.0,D,31.0
Rhode Island1997,48.0,11.0,1.0,1.0,46.0,D,21.0
Alaska1997,49.0,2.0,44.0,29.0,43.0,R,33.0
Maine1997,50.0,7.0,30.0,45.0,50.0,D,36.0
Hawaii1998,1.0,47.0,14.0,24.0,8.0,D,19.0
Florida1998,2.0,38.0,17.0,21.0,4.0,D,16.0
Arizona1998,3.0,40.0,16.0,33.0,6.0,R,20.0
South Carolina1998,4.0,17.5,46.0,43.0,20.0,R,26.0
Texas1998,5.0,41.5,48.0,23.0,7.0,R,25.0
Louisiana1998,6.0,25.0,43.0,37.0,9.0,D,24.0
Mississippi1998,7.0,39.0,36.0,30.0,22.0,R,27.0
Alabama1998,8.0,17.5,34.0,42.0,17.0,R,24.0
Oregon1998,9.0,41.5,18.0,44.0,11.0,D,25.0
Tennessee1998,10.0,4.0,49.0,49.0,18.0,D,26.0
Washington1998,11.0,45.0,50.0,50.0,21.0,D,35.0
North Carolina1998,12.0,9.5,35.0,36.0,36.0,R,26.0
Georgia1998,13.0,22.5,30.0,38.0,15.0,R,24.0
Idaho1998,14.0,49.0,38.0,46.0,13.0,R,32.0
Arkansas1998,15.0,29.0,29.0,40.0,14.0,D,25.0
California1998,16.0,17.5,13.0,29.0,5.0,D,16.0
Virginia1998,17.0,17.5,41.0,41.0,34.0,R,30.0
Nevada1998,18.0,48.0,15.0,28.0,12.0,D,24.0
Kentucky1998,19.0,1.0,33.0,17.0,27.0,D,19.0
Oklahoma1998,20.0,32.5,6.0,9.0,16.0,R,17.0
Maryland1998,21.0,30.0,20.0,18.0,31.0,D,24.0
New Mexico1998,22.0,36.0,5.0,3.0,25.0,D,18.0
West Virginia1998,23.0,27.0,7.0,6.0,24.0,D,17.0
Missouri1998,24.0,7.0,24.0,10.0,28.0,D,19.0
Montana1998,25.0,24.0,39.0,48.0,19.0,R,31.0
Colorado1998,26.0,44.0,21.0,14.0,1.0,R,21.0
Delaware1998,27.0,27.0,25.0,4.0,41.0,D,25.0
South Dakota1998,28.0,13.0,4.0,19.0,42.0,R,21.0
Utah1998,29.0,50.0,3.0,2.0,2.0,R,17.0
Iowa1998,30.0,7.0,28.0,31.0,38.0,D,27.0
Indiana1998,31.0,22.5,37.0,12.0,26.0,R,26.0
Nebraska1998,32.0,46.0,32.0,32.0,30.0,R,34.0
North Dakota1998,33.0,27.0,40.0,39.0,43.0,R,36.0
Kansas1998,34.0,43.0,31.0,7.0,29.0,R,29.0
Wyoming1998,35.0,17.5,10.0,13.0,3.0,R,16.0
Wisconsin1998,36.0,3.0,19.0,22.0,37.0,D,23.0
Minnesota1998,37.0,9.5,27.0,27.0,35.0,D,27.0
New York1998,38.0,17.5,45.0,47.0,39.0,D,37.0
Ohio1998,39.0,17.5,9.0,8.0,23.0,D,19.0
Pennsylvania1998,40.0,5.0,42.0,34.0,40.0,D,32.0
New Jersey1998,41.0,31.0,47.0,35.0,32.0,D,37.0
Illinois1998,42.0,37.0,23.0,11.0,10.0,D,25.0
Connecticut1998,43.0,17.5,11.0,20.0,47.0,D,28.0
Massachusetts1998,44.0,12.0,12.0,15.0,45.0,D,26.0
Michigan1998,45.0,34.5,22.0,16.0,33.0,D,30.0
New Hampshire1998,46.0,34.5,8.0,25.0,48.0,D,32.0
Rhode Island1998,47.0,11.0,1.0,1.0,46.0,D,21.0
Vermont1998,48.0,32.5,2.0,5.0,49.0,D,27.0
Alaska1998,49.0,2.0,44.0,26.0,44.0,R,33.0
Maine1998,50.0,7.0,26.0,45.0,50.0,D,36.0
Hawaii1999,1.0,47.0,10.0,24.0,1.0,D,17.0
Florida1999,2.0,38.0,16.0,20.0,3.0,D,16.0
Arizona1999,3.0,40.0,14.0,29.0,5.0,R,18.0
Texas1999,4.0,41.5,48.0,21.0,7.0,R,24.0
South Carolina1999,5.0,17.5,46.0,43.0,17.0,R,26.0
Louisiana1999,6.0,25.0,41.0,36.0,6.0,D,23.0
Mississippi1999,7.0,39.0,37.0,31.0,19.0,R,27.0
Alabama1999,8.0,17.5,34.0,42.0,21.0,R,24.0
Tennessee1999,9.0,4.0,49.0,48.0,15.0,D,25.0
North Carolina1999,10.0,9.5,33.0,30.0,32.0,R,23.0
Georgia1999,11.0,22.5,29.0,37.0,12.0,R,22.0
Oregon1999,12.0,41.5,17.0,44.0,9.0,D,25.0
Washington1999,13.0,45.0,50.0,50.0,16.0,D,35.0
Nevada1999,14.0,48.0,15.0,27.0,11.0,D,23.0
California1999,15.0,17.5,11.0,26.0,4.0,D,15.0
Arkansas1999,16.0,29.0,27.0,38.0,26.0,D,27.0
Virginia1999,17.0,17.5,42.0,41.0,31.0,R,30.0
Idaho1999,18.0,49.0,39.0,47.0,20.0,R,35.0
Oklahoma1999,19.0,32.5,6.0,9.0,18.0,R,17.0
Kentucky1999,20.0,1.0,35.0,15.0,23.0,D,19.0
Maryland1999,21.0,30.0,20.0,17.0,30.0,D,24.0
New Mexico1999,22.0,36.0,5.0,3.0,25.0,D,18.0
West Virginia1999,23.0,27.0,7.0,4.0,22.0,D,17.0
Montana1999,24.0,24.0,38.0,49.0,14.0,R,30.0
Missouri1999,25.0,7.0,23.0,10.0,29.0,D,19.0
Delaware1999,26.0,27.0,26.0,5.0,42.0,D,25.0
Utah1999,27.0,50.0,3.0,2.0,2.0,R,17.0
South Dakota1999,28.0,13.0,4.0,22.0,41.0,R,22.0
Colorado1999,29.0,44.0,19.0,13.0,10.0,R,23.0
Nebraska1999,30.0,46.0,31.0,33.0,27.0,R,33.0
Wyoming1999,31.0,17.5,9.0,11.0,8.0,R,15.0
Indiana1999,32.0,22.5,36.0,14.0,28.0,R,26.0
North Dakota1999,33.0,27.0,40.0,39.0,43.0,R,36.0
Iowa1999,34.0,7.0,30.0,35.0,40.0,D,29.0
Kansas1999,35.0,43.0,32.0,7.0,34.0,R,30.0
Minnesota1999,36.0,9.5,28.0,28.0,35.0,D,27.0
New York1999,37.0,17.5,45.0,46.0,37.0,D,36.0
Ohio1999,38.0,17.5,8.0,8.0,24.0,D,19.0
Wisconsin1999,39.0,3.0,18.0,25.0,38.0,D,25.0
Pennsylvania1999,40.0,5.0,43.0,32.0,39.0,D,32.0
New Jersey1999,41.0,31.0,47.0,34.0,33.0,D,37.0
Illinois1999,42.0,37.0,22.0,12.0,13.0,D,25.0
Massachusetts1999,43.0,12.0,13.0,16.0,44.0,D,26.0
Rhode Island1999,44.0,11.0,1.0,1.0,45.0,D,20.0
New Hampshire1999,45.0,34.5,24.0,40.0,48.0,D,38.0
Vermont1999,46.0,32.5,2.0,6.0,49.0,D,27.0
Connecticut1999,47.0,17.5,12.0,19.0,47.0,D,28.0
Michigan1999,48.0,34.5,21.0,18.0,36.0,D,32.0
Alaska1999,49.0,2.0,44.0,23.0,46.0,R,33.0
Maine1999,50.0,7.0,25.0,45.0,50.0,D,35.0
Hawaii2000,1.0,47.0,10.0,24.0,3.0,D,17.0
Florida2000,2.0,38.0,17.0,21.0,1.0,R,16.0
Arizona2000,3.0,40.0,14.0,27.0,4.0,R,18.0
South Carolina2000,4.0,17.5,47.0,43.0,15.0,R,25.0
Texas2000,5.0,41.5,48.0,23.0,8.0,R,25.0
Louisiana2000,6.0,25.0,44.0,36.0,7.0,R,24.0
Oregon2000,7.0,41.5,15.0,44.0,10.0,D,24.0
California2000,8.0,17.5,11.0,29.0,2.0,D,14.0
Alabama2000,9.0,17.5,35.0,42.0,21.0,R,25.0
Tennessee2000,10.0,4.0,49.0,49.0,13.0,R,25.0
Mississippi2000,11.0,39.0,37.0,35.0,30.0,R,30.0
North Carolina2000,12.0,9.5,34.0,30.0,32.0,R,24.0
Washington2000,13.0,45.0,50.0,50.0,12.0,D,34.0
Nevada2000,14.0,48.0,16.0,28.0,6.0,R,22.0
Georgia2000,15.0,22.5,32.0,37.0,11.0,R,24.0
Arkansas2000,16.0,29.0,30.0,38.0,22.0,R,27.0
Kentucky2000,17.0,1.0,36.0,16.0,20.0,R,18.0
Virginia2000,18.0,17.5,42.0,40.0,33.0,R,30.0
Idaho2000,19.0,49.0,40.0,45.0,31.0,R,37.0
Oklahoma2000,20.0,32.5,6.0,8.0,16.0,R,16.0
New Mexico2000,21.0,36.0,5.0,3.0,26.0,D,18.0
West Virginia2000,22.0,27.0,7.0,6.0,18.0,R,16.0
Maryland2000,23.0,30.0,20.0,18.0,29.0,D,24.0
Missouri2000,24.0,7.0,24.0,9.0,25.0,R,18.0
Utah2000,25.0,50.0,3.0,2.0,5.0,R,17.0
Delaware2000,26.0,27.0,27.0,5.0,41.0,D,25.0
Montana2000,27.0,24.0,39.0,47.0,27.0,R,33.0
Colorado2000,28.0,44.0,19.0,13.0,14.0,R,24.0
South Dakota2000,29.0,13.0,4.0,20.0,42.0,R,22.0
Wyoming2000,30.0,17.5,9.0,12.0,19.0,R,18.0
Kansas2000,31.0,43.0,33.0,7.0,23.0,R,27.0
Nebraska2000,32.0,46.0,28.0,32.0,28.0,R,33.0
Iowa2000,33.0,7.0,26.0,33.0,38.0,D,27.0
Indiana2000,34.0,22.5,38.0,15.0,24.0,R,27.0
North Dakota2000,35.0,27.0,41.0,39.0,46.0,R,38.0
Minnesota2000,36.0,9.5,31.0,31.0,36.0,D,29.0
Wisconsin2000,37.0,3.0,18.0,25.0,37.0,D,24.0
Ohio2000,38.0,17.5,8.0,10.0,17.0,R,18.0
New Jersey2000,39.0,31.0,21.0,11.0,34.0,D,27.0
New York2000,40.0,17.5,46.0,48.0,40.0,D,38.0
Pennsylvania2000,41.0,5.0,43.0,34.0,39.0,D,32.0
Illinois2000,42.0,37.0,23.0,14.0,9.0,D,25.0
New Hampshire2000,43.0,34.5,25.0,41.0,48.0,R,38.0
Rhode Island2000,44.0,11.0,1.0,1.0,44.0,D,20.0
Michigan2000,45.0,34.5,22.0,19.0,35.0,D,31.0
Massachusetts2000,46.0,12.0,13.0,17.0,45.0,D,27.0
Connecticut2000,47.0,17.5,12.0,22.0,47.0,D,29.0
Vermont2000,48.0,32.5,2.0,4.0,49.0,D,27.0
Alaska2000,49.0,2.0,45.0,26.0,43.0,R,33.0
Maine2000,50.0,7.0,29.0,46.0,50.0,D,36.0
Hawaii2001,1.0,47.0,8.0,21.0,3.0,D,16.0
Florida2001,2.0,36.0,15.0,22.0,2.0,R,15.0
Arizona2001,3.0,44.0,14.0,26.0,4.0,R,18.0
South Carolina2001,4.0,35.0,47.0,43.0,12.0,R,28.0
Texas2001,5.0,41.0,48.0,24.0,13.0,R,26.0
Louisiana2001,6.0,37.0,42.0,38.0,9.0,R,26.0
Oregon2001,7.0,40.0,13.0,44.0,10.0,D,23.0
Alabama2001,8.0,19.0,32.0,42.0,20.0,R,24.0
Tennessee2001,9.0,17.0,49.0,49.0,11.0,R,27.0
North Carolina2001,10.0,9.0,34.0,30.0,31.0,R,23.0
California2001,11.0,46.0,10.0,25.0,1.0,D,19.0
Mississippi2001,12.0,39.0,35.0,29.0,29.0,R,29.0
Georgia2001,13.0,25.0,27.0,35.0,8.0,R,22.0
Nevada2001,14.0,50.0,16.0,28.0,5.0,R,23.0
Kentucky2001,15.0,4.0,37.0,23.0,15.0,R,19.0
Washington2001,16.0,34.0,50.0,50.0,17.0,D,33.0
Arkansas2001,17.0,31.0,28.0,39.0,23.0,R,28.0
Virginia2001,18.0,12.0,43.0,41.0,30.0,R,29.0
Idaho2001,19.0,48.0,38.0,45.0,24.0,R,35.0
Oklahoma2001,20.0,24.0,5.0,8.0,18.0,R,15.0
Maryland2001,21.0,32.0,19.0,12.0,27.0,D,22.0
West Virginia2001,22.0,30.0,6.0,5.0,22.0,R,17.0
New Mexico2001,23.0,33.0,41.0,11.0,37.0,D,29.0
Utah2001,24.0,49.0,3.0,2.0,6.0,R,17.0
South Dakota2001,25.0,22.5,4.0,18.0,41.0,R,22.0
Iowa2001,26.0,5.0,29.0,34.0,33.0,D,25.0
Missouri2001,27.0,20.0,23.0,10.0,35.0,R,23.0
Delaware2001,28.0,7.5,26.0,3.0,42.0,D,21.0
Indiana2001,29.0,16.0,39.0,19.0,21.0,R,25.0
Montana2001,30.0,38.0,36.0,46.0,26.0,R,35.0
Kansas2001,31.0,28.5,33.0,9.0,19.0,R,24.0
Wyoming2001,32.0,42.0,9.0,14.0,28.0,R,25.0
Colorado2001,33.0,43.0,22.0,13.0,14.0,R,25.0
Ohio2001,34.0,10.0,7.0,6.0,16.0,R,15.0
Nebraska2001,35.0,45.0,31.0,36.0,25.0,R,34.0
Minnesota2001,36.0,7.5,30.0,32.0,34.0,D,28.0
Wisconsin2001,37.0,2.0,17.0,27.0,38.0,D,24.0
North Dakota2001,38.0,27.0,40.0,37.0,46.0,R,38.0
New Jersey2001,39.0,14.5,20.0,7.0,32.0,D,22.0
Illinois2001,40.0,28.5,21.0,16.0,7.0,D,22.0
Pennsylvania2001,41.0,3.0,44.0,31.0,39.0,D,32.0
New York2001,42.0,26.0,46.0,47.0,40.0,D,40.0
New Hampshire2001,43.0,12.0,24.0,40.0,48.0,R,33.0
Michigan2001,44.0,21.0,18.0,20.0,36.0,D,28.0
Connecticut2001,45.0,12.0,11.0,17.0,47.0,D,26.0
Rhode Island2001,46.0,14.5,1.0,1.0,44.0,D,21.0
Massachusetts2001,47.0,18.0,12.0,15.0,45.0,D,27.0
Vermont2001,48.0,6.0,2.0,4.0,49.0,D,22.0
Alaska2001,49.0,22.5,45.0,33.0,43.0,R,38.0
Maine2001,50.0,1.0,25.0,48.0,50.0,D,35.0
Hawaii2002,1.0,47.0,11.0,16.0,3.0,D,16.0
Florida2002,2.0,36.0,15.0,22.0,2.0,R,15.0
Arizona2002,3.0,44.0,12.0,23.0,4.0,R,17.0
South Carolina2002,4.0,35.0,47.0,42.0,12.0,R,28.0
Texas2002,5.0,41.0,48.0,27.0,9.0,R,26.0
Louisiana2002,6.0,37.0,41.0,35.0,5.0,R,25.0
Alabama2002,7.0,19.0,31.0,41.0,16.0,R,23.0
Mississippi2002,8.0,39.0,34.0,26.0,24.0,R,26.0
North Carolina2002,9.0,9.0,33.0,29.0,29.0,R,22.0
Oregon2002,10.0,40.0,14.0,44.0,11.0,D,24.0
Tennessee2002,11.0,17.0,49.0,49.0,13.0,R,28.0
California2002,12.0,46.0,9.0,28.0,1.0,D,19.0
Georgia2002,13.0,25.0,26.0,40.0,7.0,R,22.0
Washington2002,14.0,34.0,50.0,50.0,21.0,D,34.0
Nevada2002,15.0,50.0,45.0,43.0,8.0,R,32.0
Arkansas2002,16.0,31.0,25.0,39.0,18.0,R,26.0
Kentucky2002,17.0,4.0,38.0,24.0,15.0,R,20.0
Virginia2002,18.0,12.0,42.0,36.0,27.0,R,27.0
Idaho2002,19.0,48.0,35.0,45.0,17.0,R,33.0
West Virginia2002,20.0,30.0,6.0,5.0,19.0,R,16.0
Maryland2002,21.0,32.0,21.0,17.0,26.0,D,23.0
Oklahoma2002,22.0,24.0,5.0,7.0,22.0,R,16.0
New Mexico2002,23.0,33.0,39.0,12.0,35.0,D,28.0
Missouri2002,24.0,20.0,22.0,11.0,30.0,R,21.0
Delaware2002,25.0,7.5,27.0,3.0,41.0,D,21.0
Utah2002,26.0,49.0,3.0,2.0,6.0,R,17.0
South Dakota2002,27.0,22.5,4.0,21.0,42.0,R,23.0
Iowa2002,28.0,5.0,28.0,34.0,36.0,D,26.0
Kansas2002,29.0,28.5,32.0,13.0,23.0,R,25.0
Indiana2002,30.0,16.0,37.0,19.0,25.0,R,25.0
Montana2002,31.0,38.0,36.0,48.0,28.0,R,36.0
Colorado2002,32.0,43.0,17.0,9.0,14.0,R,23.0
Nebraska2002,33.0,45.0,29.0,33.0,33.0,R,35.0
Ohio2002,34.0,10.0,7.0,4.0,20.0,R,15.0
Wyoming2002,35.0,42.0,8.0,10.0,31.0,R,25.0
New Jersey2002,36.0,14.5,18.0,8.0,32.0,D,22.0
Minnesota2002,37.0,7.5,30.0,31.0,34.0,D,28.0
North Dakota2002,38.0,27.0,40.0,37.0,45.0,R,37.0
New York2002,39.0,26.0,46.0,47.0,39.0,D,39.0
Pennsylvania2002,40.0,3.0,43.0,30.0,40.0,D,31.0
Wisconsin2002,41.0,2.0,16.0,25.0,38.0,D,24.0
New Hampshire2002,42.0,12.0,24.0,38.0,48.0,R,33.0
Illinois2002,43.0,28.5,20.0,18.0,10.0,D,24.0
Connecticut2002,44.0,12.0,10.0,15.0,47.0,D,26.0
Rhode Island2002,45.0,14.5,1.0,1.0,44.0,D,21.0
Vermont2002,46.0,6.0,2.0,6.0,49.0,D,22.0
Massachusetts2002,47.0,18.0,13.0,14.0,46.0,D,28.0
Michigan2002,48.0,21.0,19.0,20.0,37.0,D,29.0
Alaska2002,49.0,22.5,44.0,32.0,43.0,R,38.0
Maine2002,50.0,1.0,23.0,46.0,50.0,D,34.0
Hawaii2003,1.0,47.0,12.0,18.0,1.0,D,16.0
Florida2003,2.0,36.0,16.0,22.0,2.0,R,16.0
Arizona2003,3.0,44.0,14.0,23.0,3.0,R,17.0
South Carolina2003,4.0,35.0,47.0,44.0,15.0,R,29.0
Texas2003,5.0,41.0,48.0,25.0,9.0,R,26.0
Louisiana2003,6.0,37.0,42.0,37.0,5.0,R,25.0
Alabama2003,7.0,19.0,31.0,42.0,12.0,R,22.0
Mississippi2003,8.0,39.0,37.0,24.0,19.0,R,25.0
Oregon2003,9.0,40.0,13.0,45.0,11.0,D,24.0
Tennessee2003,10.0,17.0,49.0,49.0,13.0,R,28.0
Washington2003,11.0,34.0,50.0,50.0,14.0,D,32.0
California2003,12.0,46.0,9.0,29.0,4.0,D,20.0
North Carolina2003,13.0,9.0,34.0,36.0,32.0,R,25.0
Nevada2003,14.0,50.0,46.0,43.0,7.0,R,32.0
Georgia2003,15.0,25.0,28.0,34.0,8.0,R,22.0
Arkansas2003,16.0,31.0,27.0,40.0,16.0,R,26.0
Idaho2003,17.0,48.0,32.0,46.0,17.0,R,32.0
Kentucky2003,18.0,4.0,38.0,26.0,20.0,R,21.0
Virginia2003,19.0,12.0,43.0,41.0,31.0,R,29.0
Oklahoma2003,20.0,24.0,5.0,6.0,18.0,R,15.0
New Mexico2003,21.0,33.0,40.0,12.0,25.0,D,26.0
West Virginia2003,22.0,30.0,6.0,8.0,21.0,R,17.0
Maryland2003,23.0,32.0,22.0,21.0,30.0,D,26.0
Utah2003,24.0,49.0,3.0,2.0,6.0,R,17.0
Missouri2003,25.0,20.0,23.0,11.0,28.0,R,21.0
South Dakota2003,26.0,22.5,4.0,19.0,41.0,R,22.0
Wyoming2003,27.0,42.0,11.0,9.0,26.0,R,23.0
Delaware2003,28.0,7.5,26.0,3.0,42.0,D,21.0
Nebraska2003,29.0,45.0,30.0,32.0,29.0,R,33.0
Kansas2003,30.0,28.5,35.0,14.0,24.0,R,26.0
Montana2003,31.0,38.0,36.0,48.0,35.0,R,38.0
Iowa2003,32.0,5.0,29.0,35.0,36.0,D,27.0
Colorado2003,33.0,43.0,18.0,10.0,22.0,R,25.0
Indiana2003,34.0,16.0,39.0,16.0,27.0,R,26.0
North Dakota2003,35.0,27.0,41.0,39.0,45.0,R,37.0
Ohio2003,36.0,10.0,7.0,5.0,23.0,R,16.0
Wisconsin2003,37.0,2.0,17.0,27.0,37.0,D,24.0
Minnesota2003,38.0,7.5,33.0,30.0,34.0,D,28.0
New York2003,39.0,26.0,8.0,28.0,39.0,D,28.0
Illinois2003,40.0,28.5,20.0,17.0,10.0,D,23.0
Pennsylvania2003,41.0,3.0,44.0,31.0,40.0,D,32.0
New Jersey2003,42.0,14.5,19.0,7.0,33.0,D,23.0
New Hampshire2003,43.0,12.0,25.0,38.0,48.0,R,33.0
Massachusetts2003,44.0,18.0,10.0,13.0,44.0,D,26.0
Michigan2003,45.0,21.0,21.0,20.0,38.0,D,29.0
Vermont2003,46.0,6.0,2.0,4.0,49.0,D,21.0
Rhode Island2003,47.0,14.5,1.0,1.0,46.0,D,22.0
Alaska2003,48.0,22.5,45.0,33.0,43.0,R,38.0
Connecticut2003,49.0,12.0,15.0,15.0,47.0,D,28.0
Maine2003,50.0,1.0,24.0,47.0,50.0,D,34.0
Hawaii2004,1.0,47.0,13.0,17.0,1.0,R,16.0
Florida2004,2.0,36.0,15.0,18.0,3.0,D,15.0
Arizona2004,3.0,44.0,12.0,23.0,2.0,D,17.0
Texas2004,4.0,41.0,48.0,26.0,8.0,D,25.0
Louisiana2004,5.0,37.0,42.0,40.0,4.0,D,26.0
South Carolina2004,6.0,35.0,47.0,44.0,17.0,D,30.0
Mississippi2004,7.0,39.0,36.0,29.0,18.0,D,26.0
Alabama2004,8.0,19.0,34.0,42.0,14.0,D,23.0
Oregon2004,9.0,40.0,11.0,45.0,9.0,R,23.0
Tennessee2004,10.0,17.0,49.0,49.0,13.0,D,28.0
Washington2004,11.0,34.0,50.0,50.0,12.0,R,31.0
California2004,12.0,46.0,8.0,28.0,5.0,R,20.0
North Carolina2004,13.0,9.0,33.0,30.0,32.0,D,23.0
Arkansas2004,14.0,31.0,27.0,38.0,16.0,D,25.0
Georgia2004,15.0,25.0,28.0,34.0,11.0,D,23.0
Nevada2004,16.0,50.0,46.0,43.0,7.0,D,32.0
Kentucky2004,17.0,4.0,39.0,25.0,19.0,D,21.0
Oklahoma2004,18.0,24.0,5.0,7.0,15.0,D,14.0
Virginia2004,19.0,12.0,43.0,41.0,33.0,D,30.0
Idaho2004,20.0,48.0,35.0,46.0,27.0,D,35.0
New Mexico2004,21.0,33.0,40.0,15.0,25.0,D,27.0
West Virginia2004,22.0,30.0,6.0,6.0,26.0,D,18.0
Missouri2004,23.0,20.0,23.0,13.0,23.0,D,20.0
Maryland2004,24.0,32.0,21.0,19.0,29.0,D,25.0
South Dakota2004,25.0,22.5,4.0,21.0,38.0,D,22.0
Nebraska2004,26.0,45.0,30.0,35.0,28.0,D,33.0
Delaware2004,27.0,7.5,24.0,3.0,41.0,R,20.0
Iowa2004,28.0,5.0,29.0,37.0,35.0,D,27.0
Utah2004,29.0,49.0,3.0,2.0,6.0,D,18.0
Kansas2004,30.0,28.5,31.0,11.0,22.0,D,24.0
Indiana2004,31.0,16.0,38.0,14.0,24.0,D,25.0
Wyoming2004,32.0,42.0,9.0,10.0,30.0,D,25.0
Colorado2004,33.0,43.0,17.0,9.0,20.0,D,24.0
Montana2004,34.0,38.0,37.0,48.0,40.0,D,39.0
Ohio2004,35.0,10.0,22.0,8.0,21.0,D,19.0
Minnesota2004,36.0,7.5,32.0,31.0,34.0,R,28.0
Wisconsin2004,37.0,2.0,16.0,24.0,37.0,R,23.0
North Dakota2004,38.0,27.0,41.0,36.0,45.0,D,37.0
Illinois2004,39.0,28.5,18.0,16.0,10.0,R,22.0
New York2004,40.0,26.0,7.0,27.0,39.0,R,28.0
New Jersey2004,41.0,14.5,20.0,5.0,31.0,R,22.0
Pennsylvania2004,42.0,3.0,44.0,33.0,42.0,R,33.0
Massachusetts2004,43.0,18.0,10.0,12.0,44.0,R,25.0
Michigan2004,44.0,21.0,19.0,22.0,36.0,R,28.0
New Hampshire2004,45.0,12.0,26.0,39.0,48.0,R,34.0
